,Cancellation Policy,Neighbourhood_Charlottenburg,Neighbourhood_Friedrichshain,Neighbourhood_Kreuzberg,Neighbourhood_Mitte,Neighbourhood_Moabit,Neighbourhood_Neukölln,Neighbourhood_Pankow,Neighbourhood_Prenzlauer Berg,Neighbourhood_Schöneberg,Neighbourhood_Tempelhof,Neighbourhood_Wedding,Accommodates,Bathrooms,Bedrooms,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 365,Number of Reviews,Room Type_Private
6907,2.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,80.0,300.0,15.0,1,0,2,1125,4,4,1
6910,0.0,0,0,0,0,1,0,0,0,0,0,0,3,10.0,1.0,45.0,100.0,20.0,1,15,2,1125,66,118,1
6928,1.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,69.0,200.0,30.0,1,15,3,21,38,6,1
6932,0.0,0,0,0,1,0,0,0,0,0,0,0,5,10.0,3.0,92.0,150.0,35.0,1,0,3,10,0,2,1
6935,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,69.0,180.0,25.0,2,0,1,1125,0,0,1
6948,1.0,0,0,0,0,0,0,0,0,0,0,1,1,10.0,1.0,27.0,300.0,12.0,1,0,4,1125,0,11,1
6952,0.0,0,0,0,0,1,0,0,0,0,0,0,3,10.0,2.0,80.0,500.0,30.0,2,0,2,1125,0,0,1
6963,2.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,1.0,60.0,200.0,50.0,1,0,7,10,141,3,1
6982,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,53.0,150.0,10.0,1,10,4,1125,341,25,1
6984,0.0,0,0,1,0,0,0,0,0,0,0,0,5,15.0,3.0,70.0,250.0,30.0,2,7,1,1125,121,3,1
6998,2.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,39.0,100.0,50.0,1,11,30,365,255,6,1
7008,1.0,0,0,1,0,0,0,0,0,0,0,0,5,10.0,2.0,64.0,200.0,20.0,1,0,5,20,0,1,1
7019,0.0,0,0,0,0,0,0,1,0,0,0,0,4,10.0,1.0,60.0,200.0,50.0,1,0,1,1125,136,3,1
7035,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,96.0,100.0,35.0,2,20,2,370,270,36,1
7037,2.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,68.0,150.0,35.0,2,15,2,90,296,8,1
7039,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,0.0,57.0,100.0,29.0,1,15,4,90,220,0,1
7041,2.0,0,0,0,0,0,0,0,1,0,0,0,1,10.0,1.0,77.0,150.0,45.0,4,22,1,1125,365,1,1
7058,2.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,61.0,200.0,50.0,2,10,1,16,0,31,1
7063,1.0,0,0,1,0,0,0,0,0,0,0,0,5,10.0,2.0,75.0,500.0,30.0,1,0,7,14,0,0,1
7067,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,2.0,72.0,150.0,15.0,1,5,3,1125,0,21,1
7070,1.0,0,0,1,0,0,0,0,0,0,0,0,8,10.0,1.0,110.0,220.0,130.0,1,20,1,1125,341,36,1
7072,2.0,0,0,1,0,0,0,0,0,0,0,0,3,15.0,2.0,140.0,250.0,45.0,2,0,10,1125,22,14,1
7082,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,49.0,100.0,24.0,1,0,3,31,63,156,1
7085,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,58.0,500.0,100.0,1,20,1,7,363,0,1
7103,2.0,0,0,0,0,0,0,0,1,0,0,0,6,10.0,2.0,198.0,500.0,80.0,1,0,2,1125,277,7,1
7110,2.0,0,0,0,0,0,0,0,1,0,0,0,2,15.0,1.0,35.0,200.0,15.0,1,15,2,30,352,27,1
7116,0.0,0,0,0,0,0,0,0,1,0,0,0,5,10.0,3.0,120.0,300.0,30.0,2,10,2,1125,0,4,1
7118,0.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,90.0,100.0,30.0,1,0,1,1125,175,12,1
7119,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,35.0,500.0,35.0,1,15,2,90,334,50,1
7124,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,99.0,500.0,30.0,1,0,5,1125,0,0,1
7131,2.0,0,0,0,0,0,0,0,1,0,0,0,10,10.0,4.0,300.0,500.0,80.0,6,40,5,30,95,30,1
7132,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,90.0,300.0,25.0,1,10,6,1125,25,13,1
7133,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,2.0,49.0,800.0,25.0,2,30,7,36,127,25,1
7139,1.0,0,0,0,0,0,0,0,1,0,0,0,1,10.0,1.0,26.0,93.0,10.0,1,10,2,3,81,7,1
7142,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,0.0,59.0,150.0,35.0,3,10,1,1125,303,86,1
7144,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,62.0,300.0,35.0,2,7,3,180,20,201,1
7145,2.0,0,0,0,0,0,0,0,1,0,0,0,5,10.0,2.0,150.0,400.0,50.0,2,15,3,1125,337,0,1
7146,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,2.0,99.0,150.0,30.0,1,0,5,1125,0,4,1
7153,2.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,2.0,115.0,800.0,30.0,1,0,7,1125,4,5,1
7154,2.0,0,0,0,0,0,0,0,1,0,0,0,5,10.0,3.0,129.0,200.0,70.0,4,30,3,40,0,61,1
7158,2.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,45.0,200.0,40.0,1,5,28,240,0,14,1
7159,1.0,0,0,0,0,0,0,0,1,0,0,0,1,10.0,1.0,26.0,300.0,20.0,1,0,7,22,0,1,1
7160,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,40.0,95.0,5.0,1,50,2,10,7,16,1
7161,2.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,99.0,200.0,50.0,2,20,4,1125,70,42,1
7162,2.0,0,0,0,0,0,0,0,1,0,0,0,4,15.0,2.0,130.0,300.0,39.0,2,15,7,50,163,19,1
7164,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,72.0,500.0,30.0,1,10,7,1125,0,3,1
7167,1.0,0,0,0,0,0,0,0,1,0,0,0,6,20.0,3.0,85.0,700.0,65.0,2,5,5,90,19,13,1
7168,2.0,0,0,0,0,0,0,0,1,0,0,0,1,10.0,1.0,24.0,200.0,10.0,1,0,1,1125,341,1,1
7175,2.0,1,0,0,0,0,0,0,0,0,0,0,4,10.0,1.0,50.0,250.0,50.0,1,5,3,1125,39,3,1
7196,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,85.0,100.0,30.0,2,20,3,60,14,35,1
7198,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,28.0,100.0,25.0,1,15,1,1125,320,2,1
7204,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,50.0,200.0,30.0,2,0,1,1125,0,0,1
7208,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,80.0,150.0,25.0,1,0,2,1125,96,14,1
7220,2.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,43.0,100.0,30.0,1,0,3,10,36,9,1
7223,0.0,1,0,0,0,0,0,0,0,0,0,0,4,10.0,1.0,50.0,100.0,50.0,1,20,1,1125,116,2,1
7232,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,35.0,150.0,5.0,2,10,3,7,18,0,1
7245,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,39.0,100.0,15.0,1,10,2,14,29,13,1
7247,0.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,1.0,89.0,175.0,42.0,1,17,1,180,280,116,1
7249,1.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,2.0,89.0,150.0,50.0,2,15,2,1125,254,89,1
7262,2.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,0.0,68.0,200.0,35.0,2,9,18,1125,260,58,1
7264,1.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,0.0,84.0,100.0,40.0,2,15,1,1125,293,117,1
7272,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,2.0,120.0,400.0,50.0,2,0,14,19,22,3,1
7277,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,54.0,200.0,30.0,1,10,2,60,144,181,1
7283,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,140.0,500.0,50.0,1,40,3,7,35,5,1
7285,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,75.0,100.0,20.0,1,0,2,1125,0,20,1
7287,1.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,118.0,300.0,40.0,2,20,1,150,295,80,1
7300,2.0,0,0,0,1,0,0,0,0,0,0,0,5,15.0,1.0,115.0,390.0,30.0,2,25,2,1125,65,57,1
7303,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,100.0,390.0,30.0,1,0,2,1125,0,11,1
7306,2.0,0,1,0,0,0,0,0,0,0,0,0,5,10.0,1.0,115.0,100.0,12.0,2,12,2,60,32,22,1
7312,1.0,0,1,0,0,0,0,0,0,0,0,0,5,10.0,3.0,110.0,400.0,50.0,1,0,3,31,190,3,1
7313,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,43.0,350.0,50.0,1,8,4,18,27,5,1
7319,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,50.0,250.0,10.0,1,10,3,1125,220,12,1
7320,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,52.0,100.0,30.0,2,0,3,45,0,73,1
7323,0.0,0,0,0,0,0,0,0,1,0,0,0,3,20.0,2.0,105.0,500.0,50.0,1,0,20,1125,0,2,1
7326,1.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,65.0,100.0,40.0,2,8,4,1125,7,9,1
7327,2.0,0,0,0,0,0,0,0,1,0,0,0,6,10.0,2.0,119.0,250.0,50.0,4,30,45,1125,331,84,1
7330,2.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,110.0,400.0,50.0,2,15,2,1125,20,9,1
7333,2.0,0,0,0,0,0,0,0,1,0,0,0,4,15.0,2.0,107.0,300.0,35.0,1,0,7,20,0,1,1
7335,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,35.0,150.0,20.0,1,20,1,7,354,7,1
7337,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,2.0,50.0,100.0,25.0,2,0,1,1125,127,12,1
7338,1.0,0,0,0,0,0,0,0,1,0,0,0,2,15.0,1.0,55.0,300.0,25.0,1,15,3,1125,307,34,1
7346,2.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,1.0,68.0,300.0,20.0,2,20,4,20,0,21,1
7351,2.0,0,0,0,1,0,0,0,0,0,0,0,8,10.0,2.0,100.0,300.0,60.0,1,15,3,1125,290,28,1
7355,1.0,0,0,0,1,0,0,0,0,0,0,0,5,10.0,2.0,170.0,400.0,50.0,4,30,4,1125,282,61,1
7356,1.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,2.0,156.0,150.0,30.0,2,25,3,1125,215,14,1
7370,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,32.0,250.0,10.0,1,0,5,1125,0,12,1
7385,1.0,0,0,0,0,0,0,0,0,0,0,1,3,10.0,2.0,40.0,200.0,20.0,3,15,30,1125,259,18,1
7389,2.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,60.0,500.0,25.0,1,0,4,1125,0,5,1
7392,2.0,0,0,1,0,0,0,0,0,0,0,0,2,20.0,1.0,56.0,500.0,35.0,1,20,2,91,18,27,1
7395,1.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,55.0,200.0,10.0,1,0,2,1125,47,9,1
7399,2.0,0,0,0,0,1,0,0,0,0,0,0,1,10.0,1.0,17.0,100.0,50.0,1,10,1,1125,107,13,1
7402,1.0,0,0,0,0,1,0,0,0,0,0,0,3,10.0,1.0,50.0,200.0,30.0,2,25,1,1125,0,1,1
7410,0.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,60.0,250.0,15.0,1,0,2,3,0,3,1
7411,0.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,40.0,100.0,15.0,1,0,2,1125,32,20,1
7414,1.0,0,0,0,0,0,0,0,0,0,0,1,4,10.0,1.0,60.0,150.0,10.0,1,0,6,7,14,3,1
7429,0.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,2.0,40.0,150.0,25.0,1,0,7,32,1,1,1
7430,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,60.0,500.0,20.0,2,0,3,1125,3,3,1
7431,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,45.0,100.0,10.0,1,0,2,3,0,1,1
7445,2.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,2.0,55.0,300.0,45.0,2,20,7,14,0,1,1
7457,1.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,2.0,120.0,250.0,50.0,2,30,2,1125,50,24,1
7466,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,50.0,150.0,20.0,1,10,4,1125,95,1,1
7467,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,130.0,150.0,25.0,1,40,4,1125,0,1,1
7480,2.0,0,0,1,0,0,0,0,0,0,0,0,6,20.0,2.0,296.0,500.0,88.0,4,59,1,1125,74,9,1
7484,2.0,0,0,1,0,0,0,0,0,0,0,0,2,15.0,1.0,35.0,150.0,20.0,1,10,2,30,15,47,1
7487,0.0,0,0,1,0,0,0,0,0,0,0,0,2,20.0,1.0,28.0,100.0,20.0,1,20,1,1125,342,0,1
7507,1.0,0,0,0,0,0,0,1,0,0,0,0,2,10.0,1.0,65.0,250.0,40.0,2,0,1,1125,0,2,1
7510,1.0,0,0,1,0,0,0,0,0,0,0,0,2,15.0,1.0,35.0,300.0,15.0,1,0,2,8,140,9,1
7512,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,75.0,200.0,30.0,2,0,5,1125,0,3,1
7524,0.0,0,1,0,0,0,0,0,0,0,0,0,2,15.0,1.0,28.0,200.0,10.0,1,10,2,1125,0,6,1
7525,0.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,37.0,200.0,5.0,1,10,2,14,2,2,1
7526,0.0,0,1,0,0,0,0,0,0,0,0,0,1,10.0,1.0,25.0,100.0,20.0,1,0,1,5,38,23,1
7537,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,99.0,200.0,80.0,1,25,3,125,104,22,1
7538,0.0,0,0,0,0,0,0,0,1,0,0,0,1,10.0,1.0,35.0,100.0,5.0,1,0,1,3,6,0,1
7541,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,65.0,250.0,25.0,1,0,4,1125,56,5,1
7545,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,66.0,200.0,30.0,1,0,3,32,156,155,1
7547,2.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,0.0,38.0,100.0,39.0,2,20,10,90,290,9,1
7548,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,35.0,94.0,20.0,2,20,1,7,106,3,1
7554,2.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,85.0,350.0,30.0,2,10,1,1125,0,1,1
7559,2.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,50.0,300.0,40.0,2,10,7,1125,6,4,1
7567,1.0,0,0,0,0,0,1,0,0,0,0,0,2,15.0,1.0,35.0,100.0,10.0,2,20,3,1125,0,4,1
7577,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,66.0,500.0,30.0,1,0,2,20,0,24,1
7578,1.0,0,1,0,0,0,0,0,0,0,0,0,1,10.0,1.0,30.0,100.0,5.0,1,9,5,1125,0,0,1
7586,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,50.0,400.0,10.0,1,7,2,25,130,53,1
7631,1.0,1,0,0,0,0,0,0,0,0,0,0,1,10.0,1.0,25.0,100.0,10.0,1,0,3,1125,8,8,1
7633,2.0,1,0,0,0,0,0,0,0,0,0,0,5,10.0,2.0,239.0,500.0,120.0,1,0,2,1125,272,0,1
7641,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,48.0,350.0,20.0,2,30,2,1125,98,19,1
7644,1.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,45.0,150.0,15.0,1,15,2,1125,328,11,1
7656,2.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,0.0,79.0,200.0,30.0,2,0,3,90,297,11,1
7657,2.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,0.0,40.0,150.0,20.0,1,7,7,1125,50,2,1
7660,0.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,1.0,90.0,300.0,69.0,4,22,2,1125,274,24,1
7672,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,0.0,99.0,250.0,20.0,3,15,2,16,274,1,1
7678,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,0.0,69.0,200.0,20.0,1,5,3,2147483647,79,24,1
7680,2.0,0,1,0,0,0,0,0,0,0,0,0,5,10.0,1.0,72.0,400.0,50.0,1,17,3,15,312,79,1
7681,2.0,0,1,0,0,0,0,0,0,0,0,0,13,20.0,6.0,279.0,500.0,175.0,1,0,3,1125,331,7,1
7694,2.0,0,0,0,0,0,0,0,0,0,0,1,1,10.0,2.0,55.0,400.0,15.0,1,10,7,2125,315,9,1
7704,1.0,0,0,0,1,0,0,0,0,0,0,0,1,10.0,1.0,25.0,85.0,5.0,1,15,3,365,111,23,1
7707,2.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,74.0,200.0,30.0,2,16,3,5,183,0,1
7713,2.0,0,0,0,0,0,1,0,0,0,0,0,5,10.0,3.0,100.0,200.0,60.0,1,15,3,1125,360,2,1
7715,2.0,0,0,0,0,0,1,0,0,0,0,0,5,10.0,1.0,45.0,150.0,29.0,1,25,1,1,79,13,1
7721,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,45.0,150.0,20.0,1,0,2,1125,83,0,1
7730,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,47.0,90.0,10.0,1,0,1,1125,0,0,1
7731,2.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,1.0,32.0,100.0,38.0,2,12,1,14,330,2,1
7733,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,60.0,100.0,10.0,1,0,1,10,0,2,1
7736,1.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,50.0,250.0,20.0,1,20,1,3,49,3,1
7756,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,39.0,400.0,30.0,1,10,2,1125,0,5,1
7759,1.0,0,0,0,0,0,0,0,1,0,0,0,5,20.0,2.0,90.0,300.0,50.0,1,20,3,365,0,29,1
7772,2.0,0,0,0,0,0,0,0,1,0,0,0,7,20.0,4.0,175.0,200.0,50.0,2,20,4,1125,15,13,1
7777,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,75.0,500.0,30.0,1,0,2,1125,22,0,1
7778,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,45.0,500.0,15.0,1,18,2,12,82,10,1
7780,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,70.0,150.0,25.0,2,30,5,1125,0,5,1
7796,0.0,1,0,0,0,0,0,0,0,0,0,0,5,10.0,1.0,85.0,200.0,85.0,1,20,4,1125,300,0,1
7798,1.0,1,0,0,0,0,0,0,0,0,0,0,3,10.0,2.0,50.0,350.0,20.0,1,0,3,14,0,4,1
7800,0.0,1,0,0,0,0,0,0,0,0,0,0,2,5.0,1.0,51.0,80.0,20.0,1,15,5,1125,218,10,1
7824,0.0,0,0,0,0,0,0,0,1,0,0,0,1,10.0,1.0,32.0,70.0,25.0,1,15,3,10,218,32,1
7831,0.0,1,0,0,0,0,0,0,0,0,0,0,1,10.0,1.0,99.0,100.0,10.0,1,0,3,20,0,0,1
7832,2.0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,55.0,100.0,25.0,1,0,2,3,23,45,1
7841,2.0,0,0,0,0,0,0,0,0,1,0,0,2,20.0,1.0,70.0,250.0,30.0,1,15,2,6,0,0,1
7845,2.0,0,0,0,0,0,0,0,0,1,0,0,1,10.0,0.0,22.0,300.0,10.0,1,0,3,1125,85,0,1
7848,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,49.0,400.0,80.0,1,10,30,365,179,19,1
7859,2.0,0,0,0,0,0,0,0,0,0,1,0,4,10.0,0.0,49.0,100.0,40.0,2,10,1,365,157,1,1
7863,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,89.0,150.0,10.0,2,25,2,90,248,246,1
7865,2.0,0,0,0,0,0,0,0,0,0,0,1,3,10.0,0.0,97.0,800.0,50.0,1,19,2,120,176,1,1
7870,2.0,0,0,0,0,0,0,0,0,0,0,1,4,10.0,2.0,120.0,200.0,50.0,1,0,1,1125,13,5,1
7875,2.0,0,0,0,0,0,0,0,0,0,0,1,3,10.0,1.0,45.0,350.0,20.0,2,15,3,1125,0,8,1
7889,2.0,0,0,0,0,0,0,0,0,1,0,0,5,10.0,2.0,102.0,300.0,38.0,2,9,2,35,84,52,1
7891,2.0,0,0,0,0,0,0,0,0,1,0,0,6,10.0,1.0,110.0,350.0,85.0,1,20,3,1125,296,2,1
7895,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,55.0,850.0,35.0,2,10,180,1125,190,129,1
7897,2.0,0,0,0,0,0,0,0,0,1,0,0,1,10.0,1.0,55.0,100.0,15.0,1,0,2,7,356,4,1
7898,2.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,1.0,58.0,500.0,30.0,1,0,4,28,47,2,1
7900,0.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,1.0,99.0,250.0,24.0,1,0,7,21,0,1,1
7906,0.0,0,0,0,0,0,0,0,0,0,1,0,2,10.0,1.0,35.0,80.0,20.0,2,10,2,10,0,6,1
7907,0.0,0,0,0,0,0,0,0,0,0,1,0,1,20.0,1.0,14.0,200.0,8.0,1,0,1,1125,0,22,1
7914,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,39.0,200.0,25.0,1,20,2,90,294,5,1
7916,0.0,0,0,0,0,0,1,0,0,0,0,0,6,15.0,3.0,105.0,500.0,40.0,2,10,4,1125,26,5,1
7918,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,50.0,300.0,30.0,1,10,1,1125,283,4,1
7919,1.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,75.0,300.0,20.0,2,10,2,1125,8,9,1
7920,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,71.0,500.0,30.0,1,5,5,30,127,1,1
7922,0.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,49.0,100.0,50.0,1,0,3,1125,188,28,1
7929,0.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,2.0,35.0,350.0,50.0,2,5,10,28,0,4,1
7931,0.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,35.0,100.0,15.0,1,15,1,1125,249,7,1
7935,1.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,90.0,100.0,30.0,3,10,2,1125,0,4,1
7936,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,58.0,100.0,20.0,1,15,2,1125,0,3,1
7966,0.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,23.0,150.0,15.0,1,15,2,1125,171,40,1
7972,2.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,60.0,150.0,28.0,1,5,2,60,123,31,1
7973,2.0,0,0,0,0,1,0,0,0,0,0,0,4,10.0,0.0,64.0,150.0,20.0,2,8,2,1125,36,57,1
7974,1.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,28.0,250.0,40.0,2,5,63,730,277,14,1
7979,2.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,0.0,70.0,200.0,25.0,1,0,5,1125,308,12,1
7980,2.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,0.0,37.0,430.0,25.0,1,10,1,1125,0,0,1
7982,2.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,29.0,100.0,35.0,1,20,5,180,158,38,1
7991,1.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,40.0,100.0,12.0,2,22,2,1125,247,51,1
7995,2.0,0,0,0,1,0,0,0,0,0,0,0,6,15.0,2.0,279.0,150.0,79.0,2,59,2,31,361,24,1
7999,1.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,99.0,500.0,49.0,2,29,2,365,211,80,1
8001,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,96.0,500.0,45.0,1,0,5,1125,357,10,1
8005,2.0,0,0,0,1,0,0,0,0,0,0,0,1,10.0,1.0,36.0,250.0,20.0,2,0,1,15,340,8,1
8006,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,94.0,100.0,35.0,2,10,2,60,143,170,1
8008,1.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,2.0,128.0,300.0,20.0,2,30,3,30,77,8,1
8018,0.0,0,0,0,0,1,0,0,0,0,0,0,6,10.0,3.0,80.0,500.0,20.0,2,10,7,1125,17,3,1
8019,0.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,40.0,100.0,20.0,1,0,6,24,0,0,1
8021,0.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,18.0,200.0,10.0,1,0,50,61,0,0,1
8022,1.0,0,0,0,0,0,0,0,0,0,0,1,4,10.0,1.0,39.0,100.0,10.0,1,16,2,1125,341,1,1
8024,2.0,0,0,0,0,0,0,0,0,0,0,1,4,10.0,2.0,70.0,400.0,40.0,2,10,7,14,278,3,1
8033,1.0,0,0,0,0,1,0,0,0,0,0,0,3,10.0,1.0,95.0,75.0,30.0,2,8,3,21,275,6,1
8034,2.0,0,0,0,0,1,0,0,0,0,0,0,3,10.0,1.0,40.0,300.0,35.0,2,10,2,300,352,30,1
8035,2.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,30.0,100.0,15.0,1,15,2,5,17,26,1
8039,2.0,0,0,0,0,0,0,0,1,0,0,0,6,20.0,3.0,190.0,300.0,70.0,4,30,3,1125,85,24,1
8041,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,2.0,42.0,200.0,30.0,1,10,6,14,0,2,1
8051,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,25.0,300.0,15.0,1,15,1,1125,0,1,1
8052,0.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,55.0,100.0,45.0,2,5,4,25,0,2,1
8060,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,75.0,300.0,80.0,2,0,5,1125,287,8,1
