,Neighbourhood,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Price,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 365,Number of Reviews,Cancellation Policy
47,Friedrichshain,Apartment,Private room,2,0.5,1.0,1.0,Real Bed,50.0,1,0,4,365,342,1,flexible
48,Friedrichshain,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,25.0,2,8,10,18,0,1,flexible
49,Friedrichshain,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,50.0,2,20,5,1125,34,25,strict
53,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Futon,22.0,1,0,1,1125,0,3,flexible
54,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,55.0,1,0,3,21,87,35,moderate
55,Friedrichshain,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,50.0,2,10,5,12,0,0,moderate
56,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,2,25,2,1125,92,4,moderate
57,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,28.0,1,10,2,1125,0,38,moderate
58,Friedrichshain,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,150.0,2,15,5,35,364,63,strict
59,Friedrichshain,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,20.0,1,10,5,14,0,2,moderate
60,Friedrichshain,Apartment,Private room,2,0.5,1.0,1.0,Real Bed,49.0,1,0,1,365,363,1,flexible
61,Friedrichshain,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,89.0,1,0,2,1125,126,49,moderate
62,Friedrichshain,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,100.0,4,35,2,1125,1,1,flexible
64,Friedrichshain,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,25.0,1,15,1,20,351,33,moderate
65,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,1,0,1,1125,0,1,flexible
66,Friedrichshain,Condominium,Private room,2,1.0,1.0,2.0,Real Bed,17.0,1,0,7,30,0,2,flexible
67,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,28.0,1,10,2,1125,0,8,moderate
68,Friedrichshain,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,120.0,2,0,3,20,15,0,strict
69,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Futon,45.0,1,15,2,10,342,22,flexible
72,Friedrichshain,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,12,1,1125,351,51,strict
75,Friedrichshain,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,100.0,2,0,5,1125,91,5,moderate
76,Friedrichshain,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,40.0,2,10,9,14,14,12,strict
77,Friedrichshain,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,20.0,1,0,3,5,0,0,flexible
78,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,23.0,1,0,1,1125,0,2,flexible
79,Friedrichshain,Apartment,Entire home/apt,14,2.0,6.0,6.0,Real Bed,279.0,12,25,3,1125,302,21,strict
80,Schöneberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,1,13,3,30,275,2,flexible
81,Schöneberg,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,69.0,1,0,4,21,0,5,strict
82,Schöneberg,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,60.0,1,15,2,1125,146,1,moderate
83,Schöneberg,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,130.0,2,40,2,1125,21,8,strict
84,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,68.0,1,0,1,1125,364,0,flexible
85,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,0,5,1125,0,1,moderate
86,Schöneberg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,45.0,1,15,3,999,16,11,strict
87,Schöneberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,39.0,1,15,1,1125,131,18,flexible
88,Schöneberg,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,45.0,1,20,2,14,270,71,flexible
89,Schöneberg,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,45.0,1,10,1,5,346,25,flexible
90,Schöneberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,24.0,1,0,1,6,314,4,flexible
91,Schöneberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,45.0,1,5,2,5,323,7,flexible
92,Schöneberg,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,37.0,1,0,5,60,6,2,flexible
93,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,45.0,1,0,2,1125,349,8,flexible
94,Schöneberg,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,30.0,2,0,2,1125,237,2,strict
95,Schöneberg,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,69.0,1,0,5,1125,62,2,strict
96,Schöneberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,35.0,1,0,7,60,0,0,flexible
97,Schöneberg,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,57.0,2,10,90,365,365,12,moderate
98,Schöneberg,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,64.0,1,18,3,21,27,5,strict
99,Schöneberg,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,39.0,2,10,1,365,86,0,strict
100,Schöneberg,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,65.0,1,5,5,1125,4,1,strict
101,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,70.0,1,0,3,1125,0,10,flexible
102,Friedrichshain,Condominium,Private room,4,1.5,1.0,2.0,Real Bed,42.0,1,10,2,1125,323,36,moderate
107,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20.0,1,0,1,5,0,0,flexible
108,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,35.0,1,10,1,1125,82,4,moderate
109,Friedrichshain,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,40.0,1,0,14,45,0,0,flexible
112,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,1,0,7,70,49,38,flexible
114,Friedrichshain,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,26.0,1,10,1,1125,67,12,moderate
115,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,0,2,23,4,5,flexible
116,Friedrichshain,Apartment,Private room,3,1.0,0.0,3.0,Real Bed,26.0,1,0,2,7,0,0,flexible
117,Friedrichshain,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,14.0,1,0,7,8,0,2,moderate
118,Friedrichshain,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,50.0,2,15,1,1125,280,4,moderate
119,Friedrichshain,Loft,Entire home/apt,3,1.0,1.0,4.0,Real Bed,69.0,2,10,3,1125,247,59,strict
120,Friedrichshain,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,23.0,1,0,1,1125,0,3,flexible
121,Friedrichshain,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,115.0,3,10,3,30,302,9,strict
123,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,48.0,1,12,3,365,5,17,flexible
131,Mitte,Apartment,Entire home/apt,6,1.0,3.0,5.0,Real Bed,215.0,1,0,2,1125,164,29,strict
132,Mitte,Apartment,Entire home/apt,8,1.0,3.0,4.0,Real Bed,149.0,1,0,6,1125,350,0,flexible
133,Mitte,Loft,Private room,3,2.0,1.0,2.0,Real Bed,25.0,1,14,1,1125,0,5,strict
135,Mitte,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,170.0,1,0,2,1125,310,36,strict
144,Spandau,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,10.0,1,0,7,60,0,0,flexible
145,Spandau,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,39.0,1,59,1,1125,362,0,flexible
148,Schöneberg,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,50.0,1,0,2,22,0,0,flexible
149,Schöneberg,Apartment,Private room,2,1.5,1.0,1.0,Futon,25.0,1,10,14,16,5,8,flexible
150,Neukölln,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,58.0,2,15,4,1125,0,4,moderate
151,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,33.0,1,0,90,1125,0,1,strict
153,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,24.0,1,0,1,1125,0,2,strict
155,Reinickendorf,Bed & Breakfast,Private room,1,1.0,1.0,1.0,Futon,26.0,1,7,1,1125,183,12,moderate
158,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,5,1,3,0,4,flexible
160,Friedrichshain,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,35.0,2,15,2,10,21,14,moderate
161,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,70.0,1,0,2,1125,0,9,strict
162,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,45.0,1,10,1,4,84,0,moderate
163,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,60.0,1,0,1,1125,0,0,flexible
164,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,1,0,3,1125,0,1,flexible
182,Schöneberg,Apartment,Entire home/apt,5,1.0,3.0,3.0,Real Bed,70.0,1,0,1,1125,2,8,flexible
183,Schöneberg,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,75.0,1,0,3,4,57,6,flexible
184,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,26.0,1,15,2,1125,10,31,moderate
185,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,60.0,1,0,2,1125,360,7,flexible
186,Schöneberg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,77.0,2,16,3,1125,255,87,strict
187,Schöneberg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,45.0,1,0,3,1125,127,1,flexible
188,Schöneberg,Apartment,Private room,4,1.0,1.0,4.0,Real Bed,35.0,2,10,8,1125,0,4,strict
189,Schöneberg,Condominium,Private room,2,1.0,1.0,1.0,Futon,50.0,1,0,1,7,346,14,flexible
190,Schöneberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,35.0,1,10,2,1125,147,20,moderate
191,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,65.0,2,25,3,20,349,9,moderate
192,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,29.0,1,16,2,30,301,80,moderate
193,Schöneberg,Apartment,Entire home/apt,6,1.5,3.0,6.0,Real Bed,199.0,1,0,4,40,134,18,moderate
194,Schöneberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,45.0,1,15,2,10,43,32,strict
195,Schöneberg,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,50.0,2,10,3,1125,0,4,strict
196,Schöneberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,35.0,1,0,10,1125,0,0,flexible
197,Tempelhof,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,35.0,1,0,3,14,0,0,moderate
198,Tempelhof,Apartment,Entire home/apt,6,1.0,1.0,3.0,Real Bed,49.0,2,10,1,365,134,0,strict
199,Tempelhof,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,50.0,1,20,5,30,0,0,flexible
200,Tempelhof,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,5,1,1125,0,1,moderate
201,Tempelhof,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,100.0,1,0,5,10,0,0,moderate
202,Tempelhof,Apartment,Private room,1,0.5,1.0,1.0,Real Bed,28.0,1,10,5,180,249,0,moderate
203,Tempelhof,Townhouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,45.0,1,0,1,1125,274,21,moderate
204,Tempelhof,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,80.0,1,0,5,1125,0,0,flexible
205,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,2,30,3,1125,3,9,moderate
206,Neukölln,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,20.0,1,0,1,1125,0,0,flexible
207,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,17.0,1,0,20,35,0,1,flexible
208,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Futon,39.0,1,10,3,1125,0,0,moderate
209,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,24.0,1,0,2,1125,5,3,flexible
211,Neukölln,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,58.0,2,10,3,5,0,2,moderate
213,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,29.0,1,0,4,13,0,2,flexible
215,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,2,100,261,39,moderate
216,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,10,2,1125,0,7,strict
217,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,2,0,4,21,0,12,strict
219,Neukölln,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,45.0,1,10,1,1125,310,7,flexible
220,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,1,0,2,4,14,8,flexible
223,Neukölln,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,80.0,1,0,3,9,0,1,moderate
224,Neukölln,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,22.0,1,15,8,1125,36,4,strict
225,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,104.0,1,30,4,1125,356,26,strict
229,Friedrichshain,Condominium,Private room,2,2.0,1.0,2.0,Real Bed,28.0,1,25,1,1125,1,53,strict
230,Friedrichshain,Apartment,Private room,3,1.0,1.0,3.0,Real Bed,40.0,1,10,1,1125,0,1,strict
231,Friedrichshain,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,70.0,2,15,3,7,0,1,moderate
232,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,0,1,1125,362,35,flexible
234,Friedrichshain,Guest suite,Private room,1,1.0,1.0,1.0,Real Bed,40.0,3,7,5,1125,22,0,flexible
235,Friedrichshain,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,30.0,1,0,1,1125,0,2,flexible
236,Kreuzberg,Apartment,Entire home/apt,2,0.5,0.0,1.0,Real Bed,29.0,1,0,7,30,0,0,moderate
237,Kreuzberg,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,70.0,1,10,4,6,0,5,flexible
238,Kreuzberg,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,200.0,1,10,2,1125,362,10,moderate
239,Kreuzberg,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,93.0,3,10,9,30,316,14,strict
241,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,47.0,1,0,10,32,0,1,flexible
243,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,0,1,1125,0,0,flexible
244,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,29.0,1,0,3,20,29,1,flexible
245,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,0,1,1125,0,1,flexible
246,Kreuzberg,Apartment,Entire home/apt,6,1.0,2.0,6.0,Real Bed,125.0,3,20,1,1125,0,1,flexible
247,Kreuzberg,Apartment,Entire home/apt,5,2.0,3.0,3.0,Real Bed,150.0,2,25,7,365,266,78,moderate
248,Kreuzberg,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,40.0,1,0,4,1125,23,8,moderate
274,Wilmersdorf,Apartment,Entire home/apt,5,1.0,3.0,3.0,Real Bed,130.0,4,50,2,1125,159,7,strict
275,Wilmersdorf,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,60.0,1,0,2,11,0,3,strict
277,Wilmersdorf,Apartment,Entire home/apt,7,1.0,2.0,1.0,Real Bed,171.0,1,0,2,730,290,20,flexible
278,Wilmersdorf,Bed & Breakfast,Private room,1,1.0,1.0,1.0,Real Bed,62.0,1,62,1,1125,335,18,strict
279,Wilmersdorf,Condominium,Private room,4,1.0,1.0,1.0,Real Bed,50.0,1,15,2,1125,0,19,flexible
283,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,35.0,1,0,62,1125,245,10,strict
285,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,10,2,1125,93,59,moderate
286,Friedrichshain,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,60.0,2,0,4,180,281,0,strict
287,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,14.0,1,0,1,1125,0,5,flexible
288,Friedrichshain,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,20.0,1,0,1,4,18,0,flexible
289,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,4,6,0,2,flexible
290,Friedrichshain,Apartment,Private room,2,2.0,1.0,1.0,Couch,70.0,1,0,1,1125,0,0,flexible
292,Friedrichshain,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,25.0,1,10,5,1125,0,3,moderate
293,Friedrichshain,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,36.0,1,10,1,1125,0,1,flexible
297,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,15,2,6,0,2,flexible
298,Mitte,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,45.0,1,15,2,30,232,81,flexible
299,Mitte,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,119.0,1,0,1,1125,320,6,strict
300,Mitte,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,80.0,1,10,3,364,165,9,strict
301,Mitte,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,53.0,1,0,1,1125,0,1,flexible
302,Mitte,Apartment,Entire home/apt,3,1.5,1.0,2.0,Real Bed,100.0,2,30,4,1125,316,57,strict
305,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,4,1125,0,5,moderate
308,Mitte,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,100.0,2,10,2,1125,264,7,strict
310,Mitte,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,60.0,1,0,10,1125,49,2,strict
311,Mitte,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,191.0,4,15,2,1125,136,12,strict
312,Mitte,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,125.0,2,25,2,1125,311,46,strict
313,Mitte,Apartment,Entire home/apt,4,1.0,0.0,2.0,Pull-out Sofa,60.0,2,14,1,1125,329,57,moderate
315,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,0,3,1125,0,2,flexible
317,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,59.0,1,0,3,1125,67,18,moderate
318,Kreuzberg,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,90.0,2,20,4,365,247,46,strict
320,Kreuzberg,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,60.0,2,10,1,1125,86,1,flexible
322,Mitte,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,52.0,2,12,3,1125,16,23,moderate
324,Mitte,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,185.0,1,0,3,1125,111,0,flexible
325,Mitte,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,77.0,1,0,3,1125,0,45,flexible
326,Mitte,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,180.0,2,15,1,5,70,49,strict
327,Mitte,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,99.0,2,25,2,13,339,62,strict
328,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,1,0,10,18,304,0,strict
330,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Futon,40.0,1,0,1,7,0,0,strict
333,Mitte,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,89.0,1,0,2,1125,129,33,strict
334,Mitte,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,69.0,1,10,4,14,10,1,strict
335,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,51.0,1,12,1,14,145,69,strict
337,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,2,10,2,14,3,2,moderate
339,Mitte,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,59.0,2,0,2,1125,153,1,moderate
340,Mitte,Apartment,Private room,4,1.0,1.0,4.0,Real Bed,32.0,1,20,2,10,78,6,strict
342,Mitte,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,80.0,2,25,3,1125,338,20,strict
343,Mitte,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,20,3,30,318,123,moderate
344,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,1,0,14,1125,0,0,flexible
345,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,49.0,1,0,3,40,166,6,flexible
348,Mitte,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,45.0,1,0,3,300,179,0,strict
349,Mitte,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,150.0,2,30,2,13,0,1,strict
350,Mitte,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,75.0,1,30,2,10,84,0,flexible
355,Mitte,Apartment,Entire home/apt,3,1.0,2.0,3.0,Real Bed,120.0,2,19,2,900,264,78,strict
357,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,1,10,3,760,0,28,strict
358,Mitte,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,79.0,1,0,1,1125,0,0,flexible
360,Mitte,Hostel,Shared room,8,1.0,1.0,8.0,Real Bed,19.0,1,21,1,14,274,22,strict
362,Mitte,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,130.0,1,0,2,15,320,35,strict
363,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,63.0,1,10,2,30,283,99,strict
364,Mitte,House,Entire home/apt,4,1.5,2.0,3.0,Real Bed,100.0,2,10,5,30,0,14,strict
365,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,1,0,2,1125,318,4,flexible
366,Mitte,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,32.0,1,0,2,60,83,179,moderate
367,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,0,1,1125,0,3,flexible
383,Kreuzberg,Condominium,Private room,2,1.0,1.0,2.0,Real Bed,38.0,1,20,2,6,77,20,moderate
384,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,85.0,2,15,4,12,40,24,strict
386,Kreuzberg,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,30.0,1,12,1,1125,0,9,strict
387,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,1,1125,0,1,flexible
388,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,65.0,2,25,1,1125,151,36,strict
389,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,33.0,1,9,1,1125,0,6,strict
391,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,80.0,1,0,3,1125,359,2,flexible
392,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,1,0,1,1125,0,0,flexible
396,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,70.0,2,20,2,1125,15,20,flexible
397,Kreuzberg,Condominium,Private room,2,1.0,0.0,2.0,Real Bed,28.0,1,0,1,10,0,5,flexible
398,Kreuzberg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,60.0,1,0,1,1125,0,1,flexible
399,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,34.0,1,10,2,1125,0,1,flexible
401,Kreuzberg,Apartment,Private room,1,2.0,1.0,1.0,Futon,37.0,1,30,3,30,328,15,moderate
402,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,1,9,3,1125,23,2,moderate
404,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,22.0,1,7,3,1125,0,3,moderate
405,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,80.0,1,15,5,365,0,6,moderate
406,Kreuzberg,Apartment,Private room,3,1.5,1.0,2.0,Real Bed,28.0,2,5,4,30,11,4,flexible
407,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,1,0,5,1125,8,11,flexible
408,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,15.0,1,0,1,25,335,0,flexible
412,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,39.0,1,0,7,1125,0,0,flexible
413,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,46.0,1,0,2,1125,127,21,flexible
414,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,50.0,1,10,2,14,277,43,strict
415,Kreuzberg,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,40.0,1,10,3,40,0,2,flexible
416,Kreuzberg,Apartment,Entire home/apt,6,1.0,3.0,6.0,Real Bed,45.0,2,5,3,1125,0,2,strict
418,Kreuzberg,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,45.0,1,0,5,1125,22,0,moderate
419,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,18.0,1,0,6,90,0,1,flexible
420,Kreuzberg,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,50.0,2,20,1,365,322,96,strict
421,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,140.0,2,30,3,1125,356,0,flexible
423,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,10,1,1125,0,11,strict
424,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,28.0,1,0,1,1125,0,0,strict
429,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,35.0,1,25,1,1125,254,7,flexible
430,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,46.0,1,10,3,14,74,10,strict
431,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20.0,1,0,2,40,4,7,flexible
435,Kreuzberg,Apartment,Entire home/apt,2,1.0,0.0,1.0,Couch,40.0,1,15,3,21,97,54,moderate
436,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,60.0,1,0,4,14,2,1,moderate
437,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,100.0,1,0,1,1125,0,4,flexible
