,id,superhost,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,beds,price,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms
104,386265,f,Coyoacán,19.3424,-99.15419,Private room in condo,Private room,1,1.0,1,281,352,20,7,0,4.7,4.7,4.75,1,0,1
105,844818,f,Benito Juárez,19.38336,-99.18197,Private room in rental unit,Private room,2,1.0,1,480,269,10,1,0,4.8,5.0,4.8,1,0,1
106,2056638,f,Coyoacán,19.35353,-99.16299,Entire loft,Entire home/apt,3,1.5,1,1341,363,21,0,0,4.95,4.71,4.86,3,3,0
107,2072354,f,Coyoacán,19.35358,-99.16948,Entire guest suite,Entire home/apt,2,1.0,1,830,362,61,0,0,4.85,4.9,4.84,2,2,0
108,395446,t,Cuauhtémoc,19.41068,-99.17732,Entire condo,Entire home/apt,2,1.0,1,9143,14,27,7,0,4.78,4.81,4.5,6,6,0
109,858277,f,Cuauhtémoc,19.41319,-99.1758,Entire rental unit,Entire home/apt,6,2.0,4,2716,256,136,0,0,4.83,4.92,4.81,2,2,0
110,865012,t,Cuauhtémoc,19.43078,-99.17011,Room in serviced apartment,Hotel room,2,1.0,1,1115,351,31,0,0,4.97,4.97,4.97,11,7,0
111,868843,t,Cuauhtémoc,19.43068,-99.17007,Room in serviced apartment,Hotel room,2,1.0,1,909,356,54,8,0,4.93,4.91,4.81,11,7,0
112,868986,t,Cuauhtémoc,19.4306,-99.17074,Entire serviced apartment,Entire home/apt,2,1.0,1,849,329,23,0,0,4.91,4.96,4.83,11,7,0
113,419110,f,Cuauhtémoc,19.41017,-99.17886,Private room in rental unit,Private room,2,1.5,2,560,88,49,0,0,4.84,4.96,4.8,1,0,1
114,869063,t,Cuauhtémoc,19.43052,-99.17003,Room in serviced apartment,Hotel room,2,1.0,1,1031,356,33,12,0,4.91,5.0,4.94,11,7,0
115,883511,f,Cuauhtémoc,19.44207,-99.14797,Entire home,Entire home/apt,16,5.5,16,2377,283,260,40,2,4.78,4.78,4.77,6,3,3
116,2075738,t,Cuauhtémoc,19.41909,-99.16043,Entire loft,Entire home/apt,2,2.0,1,2464,266,90,17,0,4.87,4.89,4.83,1,1,0
118,2083241,t,Cuauhtémoc,19.4153,-99.16763,Entire rental unit,Entire home/apt,3,1.0,2,1684,132,290,27,2,4.94,4.93,4.91,3,3,0
119,898633,t,Cuauhtémoc,19.42063,-99.16586,Entire rental unit,Entire home/apt,2,1.0,2,1531,300,55,3,0,4.95,4.93,4.91,3,2,1
120,454693,f,Cuauhtémoc,19.40835638269101,-99.17329884322169,Entire rental unit,Entire home/apt,2,1.5,1,1441,1,262,11,0,4.9,4.93,4.87,1,1,0
121,913084,t,Miguel Hidalgo,19.43956,-99.17263,Entire serviced apartment,Entire home/apt,4,1.0,3,814,336,155,10,0,4.74,4.82,4.74,2,2,0
122,2084093,f,Venustiano Carranza,19.43949,-99.08769,Entire loft,Entire home/apt,2,1.0,2,390,352,610,31,1,4.52,4.73,4.6,6,4,2
123,456242,f,La Magdalena Contreras,19.33036,-99.21737,Private room in home,Private room,1,1.5,1,443,41,2,0,0,5.0,5.0,5.0,3,0,3
124,939721,t,Cuauhtémoc,19.42288,-99.15488,Tiny home,Entire home/apt,3,1.0,1,1383,279,513,37,1,4.84,4.93,4.79,5,4,1
125,458808,f,Cuauhtémoc,19.42675,-99.1613,Entire rental unit,Entire home/apt,2,1.0,2,747,358,97,22,6,4.44,4.62,4.42,40,37,2
126,997247,f,Cuauhtémoc,19.41434,-99.15857,Entire condo,Entire home/apt,4,1.0,2,1269,0,452,33,0,4.81,4.91,4.86,1,1,0
127,2094427,t,Miguel Hidalgo,19.43573,-99.18955,Entire rental unit,Entire home/apt,2,1.0,1,1329,334,86,7,0,4.76,4.82,4.67,6,6,0
128,2112138,f,Coyoacán,19.35284,-99.1695,Entire guest suite,Entire home/apt,2,1.0,2,950,358,37,0,0,4.58,4.72,4.44,2,2,0
129,2117709,f,Coyoacán,19.34219,-99.15952,Entire loft,Entire home/apt,2,1.0,1,628,248,9,0,0,4.89,4.89,4.78,2,2,0
131,1001517,t,Coyoacán,19.3461,-99.15911,Entire home,Entire home/apt,6,2.5,2,1967,202,74,5,0,4.85,4.96,4.92,3,2,1
132,499553,t,Cuauhtémoc,19.43621,-99.13874,Entire rental unit,Entire home/apt,7,3.5,6,3619,108,25,1,0,4.92,4.92,4.88,6,6,0
133,2118573,t,Benito Juárez,19.38777,-99.17532,Entire rental unit,Entire home/apt,6,3.0,4,2037,78,230,22,1,4.91,4.93,4.94,4,4,0
134,2127400,f,Cuauhtémoc,19.4191,-99.15904,Private room in townhouse,Private room,2,1.5,1,1443,147,159,3,1,4.97,4.94,4.95,1,0,1
135,499676,t,Cuauhtémoc,19.43651,-99.13905,Entire condo,Entire home/apt,6,2.5,5,5695,117,2,0,0,5.0,5.0,5.0,6,6,0
136,501037,t,Cuauhtémoc,19.41578,-99.17425,Entire rental unit,Entire home/apt,4,1.0,2,1257,266,111,17,0,4.81,4.89,4.84,2,2,0
137,2130176,t,Cuauhtémoc,19.41416,-99.1568,Entire rental unit,Entire home/apt,4,1.0,2,1050,193,39,2,0,4.79,4.92,4.74,4,2,2
138,1011428,f,Álvaro Obregón,19.34406,-99.19413,Entire home,Entire home/apt,6,4.5,4,5943,215,23,4,0,5.0,5.0,4.73,1,1,0
139,1013504,t,Coyoacán,19.34034,-99.18345,Private room in home,Private room,1,1.5,1,305,348,55,5,0,4.96,4.91,4.87,2,0,2
140,527473,t,Cuauhtémoc,19.41887,-99.17333,Entire rental unit,Entire home/apt,4,1.0,3,3053,165,320,45,0,4.92,4.97,4.85,2,2,0
141,2171338,f,Cuauhtémoc,19.43339,-99.15467,Entire loft,Entire home/apt,5,1.5,3,1613,359,392,32,1,4.62,4.71,4.64,1,1,0
142,544105,t,Miguel Hidalgo,19.44289207458496,-99.20138549804688,Private room in rental unit,Private room,2,1.0,1,796,0,57,12,1,4.88,4.93,4.79,1,0,1
143,1051636,f,Cuauhtémoc,19.40592,-99.1691,Private room in condo,Private room,1,1.0,1,832,364,30,3,0,4.83,4.6,4.73,1,0,1
144,567176,f,Cuauhtémoc,19.45595,-99.15944,Private room in rental unit,Private room,1,1.0,1,300,362,28,3,0,4.89,4.82,4.88,1,0,1
145,571166,f,Cuauhtémoc,19.41346,-99.1775,Room in serviced apartment,Hotel room,3,1.0,1,3328,314,1,0,0,4.0,5.0,4.0,13,4,2
146,2182375,f,Benito Juárez,19.38212,-99.15361,Entire rental unit,Entire home/apt,4,2.0,2,1650,358,40,0,0,4.9,4.98,4.98,1,1,0
147,579534,t,Cuauhtémoc,19.41269,-99.15512,Private room in rental unit,Private room,2,1.0,1,600,268,16,0,0,4.63,4.75,4.75,4,2,2
148,583039,f,Cuauhtémoc,19.43374,-99.14616,Entire condo,Entire home/apt,4,2.0,2,1512,259,93,21,1,4.67,4.69,4.72,14,13,1
149,2228415,t,Álvaro Obregón,19.34948,-99.19381,Entire home,Entire home/apt,6,2.5,3,5000,298,5,1,0,4.8,4.8,4.4,7,1,4
150,1066945,f,Coyoacán,19.35445,-99.16251,Private room in guest suite,Private room,2,1.0,1,1200,323,152,2,0,4.93,4.94,4.94,5,0,5
151,1087636,f,Coyoacán,19.30523,-99.18356,Private room in rental unit,Private room,1,1.0,1,450,362,44,8,2,4.91,4.84,4.86,1,0,1
152,3458354,f,Cuajimalpa de Morelos,19.36905,-99.29672,Entire condo,Entire home/apt,4,3.0,2,1190,176,7,0,0,4.86,4.86,4.67,2,1,1
153,3467163,f,Coyoacán,19.33739,-99.12417,Entire home,Entire home/apt,2,2.0,2,826,364,1,0,0,4.0,4.0,5.0,8,8,0
154,1130658,f,Benito Juárez,19.36809,-99.17821,Entire rental unit,Entire home/apt,3,2.0,2,1129,364,28,3,1,4.93,4.86,4.71,3,1,2
155,1135302,f,Benito Juárez,19.36613,-99.17831,Private room in rental unit,Private room,3,1.0,1,450,364,10,1,0,4.8,5.0,5.0,3,1,2
156,2238309,t,Cuauhtémoc,19.41689,-99.17792,Entire loft,Entire home/apt,2,1.0,2,1191,303,262,13,3,4.88,4.89,4.85,2,2,0
157,2284377,t,Miguel Hidalgo,19.436834,-99.207855,Private room in rental unit,Private room,2,1.5,1,679,170,23,4,0,4.96,4.96,4.91,1,0,1
158,3468307,f,Cuauhtémoc,19.417,-99.15975,Private room in rental unit,Private room,1,1.0,1,475,363,2,0,0,4.5,4.0,5.0,1,0,1
159,3479520,f,Coyoacán,19.35263,-99.16245,Entire guesthouse,Entire home/apt,1,1.0,1,653,269,15,2,0,4.93,4.93,4.87,4,3,1
160,2289797,f,Cuauhtémoc,19.42054,-99.17074,Entire rental unit,Entire home/apt,4,1.0,2,1050,353,294,4,0,4.55,4.68,4.63,1,1,0
161,1164876,t,Coyoacán,19.35164,-99.15289,Entire home,Entire home/apt,6,3.5,3,4160,173,6,0,0,5.0,5.0,5.0,3,2,1
162,1167552,t,Cuauhtémoc,19.41317,-99.15735,Private room in home,Private room,2,1.5,2,700,74,144,13,0,4.87,4.87,4.87,1,0,1
164,3506037,f,Coyoacán,19.29966,-99.15624,Private room in home,Private room,1,2.0,1,7004,365,1,0,0,5.0,5.0,5.0,3,0,3
165,2297850,t,Miguel Hidalgo,19.42887,-99.17651,Private room in rental unit,Private room,2,1.0,1,699,340,223,1,0,4.75,4.73,4.77,3,1,2
167,1170780,f,Benito Juárez,19.39129,-99.1888,Private room in rental unit,Private room,2,1.0,1,357,299,17,0,0,4.94,5.0,4.81,2,0,2
168,3536304,t,Álvaro Obregón,19.35058,-99.19749,Private room in home,Private room,2,1.5,1,575,365,14,1,0,4.86,5.0,4.86,3,0,3
169,1187817,f,Cuauhtémoc,19.40915,-99.17321,Entire rental unit,Entire home/apt,3,1.0,1,900,269,48,0,0,4.63,4.78,4.61,6,6,0
171,1236668,f,Cuauhtémoc,19.4336,-99.13224,Entire rental unit,Entire home/apt,4,2.0,2,1002,354,14,6,0,3.43,3.64,3.57,1,1,0
172,1283294,t,Cuauhtémoc,19.42801,-99.16467,Entire rental unit,Entire home/apt,4,1.0,2,1489,81,157,15,1,4.84,4.87,4.79,26,26,0
173,2302615,f,Cuauhtémoc,19.42911,-99.16582,Entire rental unit,Entire home/apt,2,1.0,1,2122,269,1,0,0,5.0,5.0,5.0,1,1,0
174,2307983,t,Cuauhtémoc,19.42589,-99.16634,Entire loft,Entire home/apt,5,1.5,4,1396,281,289,16,1,4.82,4.85,4.87,1,1,0
175,2335400,t,Coyoacán,19.308,-99.16682,Private room in rental unit,Private room,1,1.0,1,430,180,18,6,2,4.78,4.94,4.67,2,0,2
176,3577110,f,Cuauhtémoc,19.41232,-99.16073,Entire condo,Entire home/apt,2,1.0,1,713,38,193,29,2,4.81,4.84,4.83,14,14,0
177,1286695,f,Miguel Hidalgo,19.43514,-99.18361,Entire rental unit,Entire home/apt,2,1.0,1,917,320,30,4,0,4.57,4.63,4.5,1,1,0
178,1288566,t,Miguel Hidalgo,19.43179,-99.19426,Entire rental unit,Entire home/apt,2,1.5,1,3043,312,137,49,4,4.86,4.93,4.74,3,3,0
179,3595167,f,Cuauhtémoc,19.43211,-99.16912,Entire guest suite,Entire home/apt,2,1.0,1,376,357,289,45,5,4.73,4.79,4.67,1,1,0
180,1363110,f,Benito Juárez,19.39165,-99.18885,Private room in rental unit,Private room,2,1.0,1,357,299,26,0,0,4.88,4.88,4.77,2,0,2
181,2345760,f,Miguel Hidalgo,19.39969,-99.17173,Private room in rental unit,Private room,2,1.0,1,500,364,2,0,0,5.0,5.0,5.0,1,0,1
182,2373420,t,Coyoacán,19.30729,-99.16962,Private room in rental unit,Private room,1,1.0,1,430,365,25,9,2,4.84,4.68,4.72,2,0,2
183,2401724,f,Cuauhtémoc,19.4171,-99.1725,Entire rental unit,Entire home/apt,4,1.0,2,1464,136,226,22,0,4.88,4.93,4.86,4,4,0
184,3602334,f,Miguel Hidalgo,19.43293,-99.21078,Entire rental unit,Entire home/apt,2,1.0,1,750,355,35,3,1,4.91,4.97,4.77,1,1,0
185,2419999,f,Cuauhtémoc,19.43432,-99.14581,Entire rental unit,Entire home/apt,3,1.0,1,1088,144,20,3,0,4.4,4.45,4.35,14,13,1
186,2424204,f,Cuauhtémoc,19.43794,-99.13644,Entire rental unit,Entire home/apt,4,1.0,2,1681,365,24,0,0,4.75,4.79,4.71,7,7,0
187,1378164,f,Benito Juárez,19.39829,-99.13817,Entire rental unit,Entire home/apt,2,1.0,1,800,76,36,0,0,4.58,4.69,4.42,1,1,0
188,1403168,f,Miguel Hidalgo,19.40288,-99.17884,Private room in rental unit,Private room,2,2.0,1,534,358,2,1,0,5.0,5.0,5.0,1,0,1
189,3606513,f,Cuauhtémoc,19.43315,-99.163,Entire serviced apartment,Entire home/apt,4,2.0,2,1705,87,1,1,0,1.0,1.0,1.0,2,1,1
190,1403218,f,Cuauhtémoc,19.44324,-99.14649,Entire home,Entire home/apt,16,5.5,16,2377,295,160,3,0,4.83,4.78,4.8,6,3,3
191,1404363,t,Benito Juárez,19.38015,-99.17402,Entire loft,Entire home/apt,2,1.0,1,980,165,127,0,0,4.79,4.9,4.78,2,2,0
192,2444573,t,Benito Juárez,19.36229,-99.17355,Entire condo,Entire home/apt,2,2.0,1,849,302,21,5,1,5.0,5.0,4.9,1,1,0
193,2484037,f,Cuauhtémoc,19.41059,-99.17501,Entire loft,Entire home/apt,2,1.0,2,1100,359,152,9,0,4.63,4.75,4.65,2,2,0
194,2506525,f,Coyoacán,19.31669,-99.16917,Private room in home,Private room,1,1.0,2,220,362,49,0,0,4.8,4.83,4.79,1,0,1
195,3624106,f,Miguel Hidalgo,19.41239,-99.18398,Private room in rental unit,Private room,3,2.0,1,700,365,26,0,0,4.73,4.76,4.84,4,0,4
197,2519535,f,Coyoacán,19.35418,-99.16338,Private room in guest suite,Private room,2,1.0,1,1200,334,66,0,0,4.75,4.86,4.79,5,0,5
198,1411454,t,Cuauhtémoc,19.41701,-99.1658,Entire rental unit,Entire home/apt,2,1.0,1,1691,95,335,23,1,4.92,4.88,4.85,4,4,0
199,1429120,f,Benito Juárez,19.36926,-99.1804,Private room in rental unit,Private room,1,1.0,1,350,364,33,6,1,4.75,4.85,4.61,3,1,2
200,1441365,t,Cuauhtémoc,19.42029,-99.17323,Entire rental unit,Entire home/apt,4,2.0,2,1220,313,104,4,1,4.77,4.79,4.74,2,2,0
201,5182369,t,Cuauhtémoc,19.42012,-99.17086,Entire loft,Entire home/apt,3,1.0,2,1274,351,242,19,0,4.95,4.97,4.9,3,3,0
202,3635953,t,Miguel Hidalgo,19.43215,-99.18851,Entire loft,Entire home/apt,4,1.0,2,2114,79,605,29,2,4.92,4.9,4.87,4,4,0
203,5183863,f,Miguel Hidalgo,19.42594,-99.22524,Entire rental unit,Entire home/apt,4,2.0,2,1284,297,32,5,2,4.69,4.84,4.66,25,24,0
204,5185444,t,Cuauhtémoc,19.4128,-99.15512,Entire guest suite,Entire home/apt,1,1.0,2,577,355,17,3,0,4.65,4.88,4.53,4,2,2
205,3645689,f,Cuajimalpa de Morelos,19.36898,-99.29595,Private room in rental unit,Private room,2,1.0,1,880,0,1,0,0,5.0,5.0,5.0,2,1,1
207,5191149,t,Cuauhtémoc,19.41888,-99.16587,Entire rental unit,Entire home/apt,3,2.0,2,2122,352,55,13,0,4.84,4.89,4.87,1,1,0
208,2521698,t,Cuauhtémoc,19.41356,-99.17586,Private room in home,Private room,2,1.0,1,1188,270,127,23,0,4.98,5.0,4.94,3,0,3
209,3688757,t,Cuauhtémoc,19.41441,-99.16323,Entire rental unit,Entire home/apt,5,1.0,2,1979,272,369,41,4,4.93,4.97,4.92,1,1,0
210,2537481,t,Cuauhtémoc,19.42018,-99.15945,Entire rental unit,Entire home/apt,2,1.0,1,2629,340,326,27,0,4.92,4.95,4.87,3,3,0
211,2537521,t,Cuauhtémoc,19.4218,-99.16474,Entire rental unit,Entire home/apt,2,2.0,2,2068,300,179,5,1,4.96,4.97,4.92,3,2,1
213,3767434,f,Benito Juárez,19.37762,-99.15932,Entire condo,Entire home/apt,1,1.0,1,790,65,76,2,0,4.89,4.88,4.89,5,5,0
214,5192153,f,Miguel Hidalgo,19.43121,-99.18889,Entire rental unit,Entire home/apt,2,1.5,1,1562,358,36,4,2,4.92,4.94,4.83,1,1,0
215,3835975,t,Cuauhtémoc,19.4202,-99.16906,Entire condo,Entire home/apt,8,2.5,6,8283,83,165,7,1,4.93,4.9,4.86,2,1,1
216,5193000,t,Cuauhtémoc,19.42751,-99.14041,Entire condo,Entire home/apt,2,1.0,2,575,114,317,18,3,4.73,4.82,4.81,1,1,0
217,2540221,f,Coyoacán,19.34347,-99.16108,Entire loft,Entire home/apt,3,1.0,2,1189,356,32,2,0,4.63,4.74,4.63,1,1,0
218,2546210,f,Benito Juárez,19.39561,-99.15013,Private room in rental unit,Private room,1,1.5,1,250,362,3,0,0,4.67,4.33,4.33,1,0,1
219,3843070,f,Coyoacán,19.3439,-99.16784,Private room in rental unit,Private room,1,1.0,1,509,238,25,0,0,4.88,4.88,4.79,1,0,1
220,2547576,f,Coyoacán,19.34706,-99.16568,Entire guesthouse,Entire home/apt,2,1.0,1,900,350,67,7,0,4.78,4.85,4.72,1,1,0
221,5193446,t,Benito Juárez,19.39388656616211,-99.1675033569336,Entire rental unit,Entire home/apt,4,1.0,2,1250,365,14,3,0,4.86,5.0,4.79,1,1,0
222,5193870,f,Miguel Hidalgo,19.42404,-99.2254,Entire rental unit,Entire home/apt,2,1.0,1,986,286,57,15,0,4.86,4.91,4.77,25,24,0
223,3843651,t,Cuajimalpa de Morelos,19.35984,-99.27943,Entire rental unit,Entire home/apt,5,2.0,3,2998,365,121,15,2,4.81,4.92,4.72,4,4,0
224,2643099,t,Coyoacán,19.33753,-99.15454,Private room in guesthouse,Private room,2,1.0,1,636,356,42,1,0,4.9,4.79,4.81,1,0,1
225,3848018,f,Cuauhtémoc,19.41397,-99.17491,Private room in rental unit,Private room,2,1.0,1,400,312,17,0,0,4.88,4.88,4.94,1,0,1
226,2666125,f,Cuauhtémoc,19.4141,-99.17348,Entire rental unit,Entire home/apt,4,3.5,3,2869,179,94,0,0,4.74,4.82,4.77,1,1,0
227,2702917,f,Miguel Hidalgo,19.41633,-99.18026,Private room in rental unit,Private room,1,1.0,2,580,313,10,0,0,5.0,4.7,4.9,1,0,1
229,5207830,t,Coyoacán,19.32618,-99.12908,Private room in home,Private room,1,1.0,1,800,365,1,0,0,5.0,2.0,5.0,2,1,1
230,3849434,f,Cuauhtémoc,19.42044,-99.16682,Entire condo,Entire home/apt,3,1.0,2,1260,299,419,58,2,4.73,4.83,4.77,2,2,0
231,5212275,f,Miguel Hidalgo,19.45349,-99.18398,Entire rental unit,Entire home/apt,3,1.5,2,1349,173,11,0,0,4.82,5.0,4.82,1,1,0
232,5212601,t,Cuauhtémoc,19.40573,-99.1709,Entire rental unit,Entire home/apt,6,3.0,3,3637,101,225,31,3,4.9,4.95,4.9,1,1,0
233,2715327,f,Cuauhtémoc,19.43341,-99.15124,Entire serviced apartment,Entire home/apt,6,1.0,2,962,333,36,4,1,4.72,4.47,4.75,2,2,0
235,2729571,f,Cuauhtémoc,19.44551,-99.15605,Entire rental unit,Entire home/apt,2,1.0,1,868,168,66,0,0,4.77,4.85,4.83,1,1,0
236,2745912,t,Benito Juárez,19.37496,-99.17334,Private room in guest suite,Private room,1,1.0,1,359,162,54,5,0,4.91,4.89,4.87,1,0,1
237,2784853,t,Venustiano Carranza,19.41833,-99.11802,Entire rental unit,Entire home/apt,2,1.0,1,923,86,124,7,0,4.75,4.77,4.81,26,26,0
239,5229072,t,Coyoacán,19.34869107895099,-99.15984130022896,Private room in guest suite,Private room,3,1.5,2,543,343,80,3,0,4.78,4.8,4.74,4,0,4
240,5272690,t,Cuauhtémoc,19.428986,-99.134689,Entire rental unit,Entire home/apt,3,1.0,1,879,308,340,52,3,4.78,4.83,4.82,18,18,0
241,5276417,t,Cuauhtémoc,19.428986,-99.134689,Entire condo,Entire home/apt,4,1.0,3,1373,338,259,47,2,4.76,4.86,4.82,18,18,0
242,5280951,f,Álvaro Obregón,19.33706,-99.24369,Tiny home,Entire home/apt,2,1.0,2,678,270,3,3,0,5.0,5.0,5.0,1,1,0
243,3881748,f,Benito Juárez,19.39664,-99.17516,Entire condo,Entire home/apt,2,1.0,1,893,56,117,15,1,4.79,4.84,4.78,4,4,0
244,5287695,t,Cuauhtémoc,19.42876,-99.13445,Private room in loft,Private room,2,1.0,1,1257,320,350,31,3,4.91,4.92,4.9,4,3,1
245,2794006,t,Benito Juárez,19.37892,-99.1889,Entire condo,Entire home/apt,2,1.0,1,769,334,43,7,0,4.95,4.91,4.93,1,1,0
246,2836677,f,Miguel Hidalgo,19.44181,-99.18803,Entire condo,Entire home/apt,1,1.0,1,1188,360,19,0,0,4.68,4.79,4.63,1,1,0
247,3898193,f,Cuauhtémoc,19.43815,-99.13644,Entire rental unit,Entire home/apt,4,1.0,2,849,352,36,3,1,4.86,4.89,4.75,7,7,0
248,3904158,f,Cuauhtémoc,19.42906,-99.14615,Entire rental unit,Entire home/apt,6,1.0,3,730,357,99,13,1,4.57,4.74,4.66,1,1,0
249,2848002,f,Coyoacán,19.35445,-99.16251,Private room in guest suite,Private room,2,1.0,1,1300,345,24,0,0,5.0,5.0,5.0,5,0,5
250,2848113,f,Coyoacán,19.35472,-99.16258,Private room in guest suite,Private room,2,1.0,1,1400,341,55,1,0,4.89,4.96,4.87,5,0,5
251,5289079,f,Cuauhtémoc,19.41156,-99.15786,Private room in condo,Private room,2,1.0,1,330,83,31,0,0,4.68,4.94,4.8,1,0,1
252,3916192,t,Cuauhtémoc,19.420214,-99.169487,Entire condo,Entire home/apt,4,1.0,2,2154,307,442,40,2,4.85,4.9,4.82,5,5,0
253,5298333,t,Coyoacán,19.34723,-99.15941,Private room in guest suite,Private room,1,1.5,1,408,334,124,13,1,4.9,4.89,4.85,4,0,4
254,5304932,t,Venustiano Carranza,19.41731,-99.1196,Entire loft,Entire home/apt,2,1.0,1,923,75,121,5,0,4.7,4.8,4.67,26,26,0
255,5361263,f,Miguel Hidalgo,19.43801,-99.19121,Entire rental unit,Entire home/apt,4,2.0,2,1137,269,32,5,0,4.88,4.94,4.69,1,1,0
256,5381625,f,Benito Juárez,19.39507,-99.17451,Entire rental unit,Entire home/apt,4,2.0,2,1953,146,13,0,0,4.77,4.77,4.77,1,1,0
257,2863598,t,Benito Juárez,19.39213,-99.17207,Private room in rental unit,Private room,1,3.0,1,500,264,30,11,0,4.93,4.9,4.93,1,0,1
258,2863665,f,Miguel Hidalgo,19.43238,-99.17465,Private room in rental unit,Private room,2,1.0,1,600,329,216,0,0,4.92,4.96,4.93,1,0,1
259,3916297,t,Cuauhtémoc,19.41321,-99.15943,Entire rental unit,Entire home/apt,3,1.0,2,880,302,102,28,1,4.9,4.92,4.88,3,3,0
260,5387427,f,Cuauhtémoc,19.41234,-99.17505,Entire rental unit,Entire home/apt,2,1.0,1,509,345,247,32,1,4.61,4.77,4.67,12,12,0
261,3944872,f,Cuauhtémoc,19.41961,-99.16729,Entire rental unit,Entire home/apt,2,1.0,1,1273,174,58,2,0,4.84,4.93,4.88,1,1,0
262,2867671,f,Benito Juárez,19.37748,-99.18156,Private room in home,Private room,2,1.0,1,1273,0,5,0,0,4.8,5.0,4.8,1,0,1
263,3945795,t,Cuauhtémoc,19.430999,-99.151703,Private room in rental unit,Private room,1,1.0,1,764,147,9,2,0,5.0,5.0,5.0,2,1,1
264,3947107,t,Tlalpan,19.29362,-99.16224,Private room in tiny home,Private room,1,2.0,1,300,365,32,0,0,4.63,4.66,4.78,4,0,4
265,2894095,f,Cuajimalpa de Morelos,19.36045,-99.27996,Entire rental unit,Entire home/apt,6,2.0,5,1990,67,105,10,0,4.84,4.82,4.78,3,3,0
266,5414029,t,Cuauhtémoc,19.413349,-99.170555,Private room in rental unit,Private room,1,1.0,1,420,158,122,14,0,4.92,4.91,4.94,1,0,1
267,3961445,f,Coyoacán,19.34015,-99.15832,Entire guest suite,Entire home/apt,1,1.0,1,849,328,67,2,0,4.91,4.97,4.84,1,1,0
268,5423456,f,Miguel Hidalgo,19.39811,-99.1822,Entire loft,Entire home/apt,2,1.0,1,943,275,77,7,1,4.69,4.83,4.57,1,1,0
269,5434219,f,Cuauhtémoc,19.43883,-99.15283,Shared room in guesthouse,Shared room,16,8.0,18,255,360,31,6,1,4.48,4.81,4.65,2,0,1
270,2905087,f,Cuauhtémoc,19.431456313259037,-99.17251368036464,Private room in rental unit,Private room,2,1.0,1,424,88,30,3,0,4.93,5.0,4.93,1,0,1
271,2908932,f,Cuauhtémoc,19.42644,-99.161,Room in serviced apartment,Hotel room,4,1.0,3,849,0,4,0,0,4.5,5.0,4.75,40,37,2
273,2908957,f,Cuauhtémoc,19.42536,-99.16043,Entire serviced apartment,Entire home/apt,2,1.0,1,701,327,37,0,0,4.46,4.61,4.51,40,37,2
274,2918765,f,Miguel Hidalgo,19.42297,-99.20626,Private room in rental unit,Private room,2,1.0,2,995,348,15,1,0,4.8,4.8,4.87,2,0,2
276,5447370,f,Cuauhtémoc,19.41741,-99.16523,Entire home,Entire home/apt,4,1.5,2,1467,245,127,11,2,4.82,4.83,4.8,2,1,1
277,5488293,f,Cuauhtémoc,19.40735,-99.17363,Entire loft,Entire home/apt,3,1.0,1,1679,331,22,0,0,4.73,4.77,4.36,10,3,3
278,5497778,t,Cuauhtémoc,19.4096,-99.16946,Entire rental unit,Entire home/apt,2,1.0,1,1964,24,318,45,5,4.92,4.94,4.87,1,1,0
279,3987218,f,Cuauhtémoc,19.43319,-99.15964,Entire rental unit,Entire home/apt,2,1.0,1,8487,364,8,0,0,5.0,5.0,5.0,3,3,0
280,5512602,t,Cuauhtémoc,19.42374,-99.1763,Entire condo,Entire home/apt,2,1.0,1,1358,254,154,10,1,4.88,4.89,4.81,2,2,0
281,2942919,f,Coyoacán,19.34682,-99.16616,Entire bungalow,Entire home/apt,2,1.0,2,754,351,103,21,0,4.74,4.7,4.68,1,1,0
282,2943836,f,Benito Juárez,19.36295,-99.15335,Entire rental unit,Entire home/apt,4,1.0,2,849,117,54,0,0,4.85,4.89,4.88,2,2,0
284,3994650,t,Miguel Hidalgo,19.41861,-99.21494,Entire rental unit,Entire home/apt,6,2.0,3,3004,134,108,7,0,4.86,4.81,4.82,6,6,0
285,5532624,t,Cuauhtémoc,19.43386,-99.15124,Entire loft,Entire home/apt,2,1.5,1,1509,173,179,21,2,4.93,4.88,4.84,4,4,0
286,4013766,t,Miguel Hidalgo,19.4374,-99.19049,Entire loft,Entire home/apt,4,1.0,2,1964,81,180,3,0,4.73,4.78,4.72,26,26,0
287,4015726,f,Cuauhtémoc,19.43432,-99.14581,Entire condo,Entire home/apt,6,2.0,4,1980,156,39,15,0,4.77,4.92,4.89,14,13,1
288,5534116,t,Cuauhtémoc,19.41357,-99.15749,Private room in rental unit,Private room,2,1.5,1,920,365,108,10,0,4.88,4.93,4.81,2,0,2
289,4032302,f,Cuauhtémoc,19.40456,-99.16308,Entire condo,Entire home/apt,2,1.0,2,684,86,149,6,1,4.83,4.92,4.81,1,1,0
290,5557597,f,Cuauhtémoc,19.40936,-99.17693,Private room in home,Private room,2,1.0,1,2652,344,2,0,0,5.0,5.0,5.0,13,4,2
291,2984619,f,Miguel Hidalgo,19.43661,-99.20527,Entire rental unit,Entire home/apt,2,1.0,1,1072,297,105,25,4,4.59,4.57,4.63,25,24,0
