superhost,neighbourhood,room_type,accommodates,bathrooms,beds,price,availability_365,number_of_reviews,review_scores_rating,days_rented,revenue
t,Cuauhtémoc,Entire home/apt,4,2.0,2,1977.0,357,7,4.57,8,15816.0
f,Cuauhtémoc,Entire home/apt,3,1.0,1,700.0,162,0,0.0,203,142100.0
t,Cuauhtémoc,Entire home/apt,3,1.0,1,577.0,56,25,4.72,309,178293.0
f,Benito Juárez,Entire home/apt,10,2.0,6,1110.0,332,21,4.29,33,36630.0
f,Venustiano Carranza,Entire home/apt,4,1.0,1,655.0,326,55,4.55,39,25545.0
f,Cuauhtémoc,Entire home/apt,3,2.0,2,1746.0,354,17,4.59,11,19206.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,600.0,268,0,0.0,97,58200.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,1156.0,323,23,4.74,42,48552.0
t,Benito Juárez,Private room,2,1.0,1,2805.0,216,16,4.88,149,417945.0
t,Cuauhtémoc,Entire home/apt,2,1.5,2,863.0,314,5,4.8,51,44013.0
t,Benito Juárez,Private room,2,1.0,1,1540.0,217,268,4.85,148,227920.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,650.0,347,15,4.8,18,11700.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,2355.0,74,2,4.5,291,685305.0
t,La Magdalena Contreras,Entire home/apt,2,1.0,1,749.0,270,3,5.0,95,71155.0
t,Benito Juárez,Entire home/apt,4,2.0,2,748.0,177,11,4.82,188,140624.0
f,Benito Juárez,Private room,2,1.0,2,320.0,324,0,0.0,41,13120.0
f,Cuauhtémoc,Entire home/apt,4,1.5,3,1350.0,364,3,4.33,1,1350.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,2581.0,359,0,0.0,6,15486.0
t,Coyoacán,Private room,1,1.0,1,215.0,365,14,4.86,0,0.0
t,Miguel Hidalgo,Entire home/apt,2,1.5,1,850.0,271,4,5.0,94,79900.0
t,Benito Juárez,Private room,2,1.0,1,1744.0,0,6,5.0,365,636560.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,1562.0,343,29,4.31,22,34364.0
f,Miguel Hidalgo,Entire home/apt,10,4.5,5,27159.0,364,0,0.0,1,27159.0
f,Benito Juárez,Entire home/apt,6,2.0,3,1514.0,61,22,4.55,304,460256.0
t,Cuauhtémoc,Entire home/apt,6,2.5,3,4371.0,97,26,4.96,268,1171428.0
t,Azcapotzalco,Entire home/apt,2,1.0,1,400.0,344,17,4.76,21,8400.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,800.0,299,5,4.8,66,52800.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,650.0,0,21,4.64,365,237250.0
t,Iztapalapa,Entire home/apt,5,1.0,3,448.0,351,30,4.63,14,6272.0
t,Cuauhtémoc,Entire home/apt,4,2.5,2,1201.0,310,30,4.73,55,66055.0
f,Tlalpan,Entire home/apt,2,1.0,1,899.0,301,0,0.0,64,57536.0
f,Coyoacán,Private room,2,1.0,1,450.0,251,4,3.75,114,51300.0
f,Benito Juárez,Entire home/apt,4,2.0,2,1220.0,0,4,5.0,365,445300.0
f,Cuauhtémoc,Entire home/apt,4,2.0,2,1679.0,0,27,4.79,365,612835.0
t,Benito Juárez,Private room,1,1.0,1,400.0,349,25,5.0,16,6400.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1099.0,178,3,4.67,187,205513.0
f,Cuauhtémoc,Private room,2,1.0,1,480.0,73,25,4.88,292,140160.0
f,Cuauhtémoc,Private room,2,1.0,1,470.0,59,27,4.78,306,143820.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,1299.0,360,2,4.5,5,6495.0
t,Benito Juárez,Entire home/apt,2,1.0,1,603.0,0,50,4.82,365,220095.0
t,Cuauhtémoc,Entire home/apt,5,1.0,2,1357.0,83,8,5.0,282,382674.0
f,Cuauhtémoc,Private room,2,1.5,1,464.0,325,18,4.61,40,18560.0
f,Cuauhtémoc,Private room,2,1.0,1,650.0,84,26,4.77,281,182650.0
f,Cuauhtémoc,Private room,2,1.0,1,657.0,74,22,4.91,291,191187.0
f,Cuauhtémoc,Private room,2,1.0,1,640.0,0,6,5.0,365,233600.0
t,Álvaro Obregón,Entire home/apt,3,1.0,1,1058.0,359,3,4.67,6,6348.0
f,Benito Juárez,Private room,4,1.0,3,587.0,365,2,5.0,0,0.0
f,Cuauhtémoc,Private room,4,1.0,2,674.0,82,35,4.8,283,190742.0
f,Cuauhtémoc,Entire home/apt,2,1.0,2,686.0,0,30,4.63,365,250390.0
f,Benito Juárez,Private room,4,1.0,3,552.0,365,2,4.5,0,0.0
f,Cuauhtémoc,Private room,2,1.0,1,546.0,80,9,4.67,285,155610.0
f,Venustiano Carranza,Private room,2,1.0,1,515.0,360,18,4.72,5,2575.0
f,Benito Juárez,Private room,2,1.0,1,338.0,335,16,4.5,30,10140.0
f,Iztacalco,Entire home/apt,4,1.0,2,1257.0,174,8,4.88,191,240087.0
t,Cuauhtémoc,Entire home/apt,4,2.0,3,4629.0,177,15,5.0,188,870252.0
f,Benito Juárez,Private room,1,1.0,1,349.0,242,5,5.0,123,42927.0
t,Benito Juárez,Entire home/apt,6,2.5,3,2857.0,0,16,4.88,365,1042805.0
f,Cuauhtémoc,Private room,2,1.0,1,493.0,0,36,4.86,365,179945.0
t,Álvaro Obregón,Entire home/apt,2,1.0,1,1209.0,361,38,4.97,4,4836.0
f,Gustavo A. Madero,Entire home/apt,4,1.0,2,650.0,364,1,4.0,1,650.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1500.0,351,4,5.0,14,21000.0
t,Álvaro Obregón,Entire home/apt,2,1.0,1,1175.0,329,15,4.93,36,42300.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,3143.0,161,11,4.64,204,641172.0
t,Álvaro Obregón,Entire home/apt,2,1.0,1,745.0,264,1,5.0,101,75245.0
f,Cuauhtémoc,Entire home/apt,5,1.0,4,2971.0,98,6,4.67,267,793257.0
t,Miguel Hidalgo,Entire home/apt,4,1.0,2,1358.0,359,0,0.0,6,8148.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,750.0,322,51,4.63,43,32250.0
f,Cuauhtémoc,Private room,1,1.5,1,300.0,364,1,5.0,1,300.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,846.0,261,14,4.71,104,87984.0
f,Cuauhtémoc,Entire home/apt,11,3.0,5,6518.0,365,0,0.0,0,0.0
f,Cuauhtémoc,Entire home/apt,3,1.0,2,5432.0,365,0,0.0,0,0.0
t,Tlalpan,Private room,2,1.5,1,714.0,365,4,5.0,0,0.0
t,Tlalpan,Private room,2,1.5,1,686.0,365,5,5.0,0,0.0
f,Cuauhtémoc,Entire home/apt,2,1.5,1,2255.0,143,15,4.73,222,500610.0
f,Cuauhtémoc,Entire home/apt,4,1.0,2,1746.0,340,0,0.0,25,43650.0
t,Cuauhtémoc,Entire home/apt,3,1.0,2,1613.0,0,2,5.0,365,588745.0
f,Cuauhtémoc,Private room,2,1.0,1,7484.0,320,6,4.83,45,336780.0
f,Cuauhtémoc,Private room,2,1.0,1,7464.0,330,2,5.0,35,261240.0
f,Cuajimalpa de Morelos,Entire home/apt,2,1.0,1,1000.0,350,1,5.0,15,15000.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,695.0,268,1,5.0,97,67415.0
f,Benito Juárez,Private room,2,1.0,1,400.0,84,6,5.0,281,112400.0
f,Coyoacán,Entire home/apt,8,2.0,4,1599.0,361,1,5.0,4,6396.0
f,Cuauhtémoc,Private room,2,1.0,2,280.0,364,0,0.0,1,280.0
t,Coyoacán,Private room,4,1.5,2,413.0,360,23,4.83,5,2065.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,829.0,0,26,5.0,365,302585.0
f,Cuauhtémoc,Private room,1,1.0,1,7560.0,330,1,5.0,35,264600.0
f,Cuauhtémoc,Private room,2,1.0,1,7519.0,330,9,4.67,35,263165.0
f,Miguel Hidalgo,Entire home/apt,7,4.5,5,3623.0,0,34,4.75,365,1322395.0
t,Álvaro Obregón,Private room,1,1.5,1,384.0,7,1,4.0,358,137472.0
t,Cuauhtémoc,Private room,2,1.5,1,295.0,345,3,5.0,20,5900.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,2338.0,323,23,4.78,42,98196.0
f,Miguel Hidalgo,Entire home/apt,12,5.0,6,5357.0,363,7,3.43,2,10714.0
t,Coyoacán,Entire home/apt,2,1.0,1,595.0,287,27,5.0,78,46410.0
f,Miguel Hidalgo,Entire home/apt,5,2.0,3,4397.0,270,9,5.0,95,417715.0
f,Cuauhtémoc,Private room,2,1.0,1,7522.0,83,7,3.57,282,2121204.0
t,Coyoacán,Entire home/apt,6,1.0,3,1250.0,350,45,4.89,15,18750.0
f,Cuauhtémoc,Entire home/apt,4,1.0,2,957.0,274,29,4.59,91,87087.0
f,Venustiano Carranza,Private room,2,1.0,1,280.0,80,0,0.0,285,79800.0
t,Álvaro Obregón,Entire home/apt,2,1.0,1,845.0,239,3,5.0,126,106470.0
t,Benito Juárez,Private room,2,1.0,1,950.0,364,4,5.0,1,950.0
t,Cuauhtémoc,Entire home/apt,6,2.0,3,2286.0,307,10,4.9,58,132588.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,764.0,355,51,4.9,10,7640.0
t,Cuauhtémoc,Entire home/apt,3,1.0,1,1859.0,195,29,5.0,170,316030.0
f,Cuauhtémoc,Entire home/apt,16,1.0,1,4714.0,306,5,4.6,59,278126.0
f,Cuauhtémoc,Private room,2,1.0,1,1371.0,0,6,4.86,365,500415.0
t,Benito Juárez,Entire home/apt,4,1.0,3,624.0,202,23,4.87,163,101712.0
f,Benito Juárez,Entire home/apt,2,1.0,1,850.0,0,4,5.0,365,310250.0
t,Cuauhtémoc,Entire home/apt,5,1.0,4,720.0,38,30,4.9,327,235440.0
t,Cuauhtémoc,Entire home/apt,10,3.0,6,7943.0,0,12,5.0,365,2899195.0
t,Venustiano Carranza,Entire home/apt,2,1.0,1,345.0,360,12,4.83,5,1725.0
f,Benito Juárez,Private room,1,1.0,1,480.0,354,5,5.0,11,5280.0
f,Miguel Hidalgo,Private room,2,1.0,1,499.0,0,22,4.61,365,182135.0
t,Tlalpan,Private room,2,1.0,1,750.0,178,0,0.0,187,140250.0
t,Álvaro Obregón,Entire home/apt,2,1.0,1,760.0,179,23,5.0,186,141360.0
f,Cuauhtémoc,Entire home/apt,6,1.0,3,811.0,58,1,1.0,307,248977.0
t,Benito Juárez,Entire home/apt,4,1.0,2,650.0,101,17,4.88,264,171600.0
t,Cuauhtémoc,Entire home/apt,16,5.0,11,12907.0,310,10,4.9,55,709885.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1000.0,46,15,4.53,319,319000.0
f,Azcapotzalco,Private room,1,4.0,1,225.0,365,1,3.0,0,0.0
f,Miguel Hidalgo,Entire home/apt,4,3.0,2,4716.0,359,1,5.0,6,28296.0
t,Miguel Hidalgo,Entire home/apt,4,2.0,2,1584.0,0,39,4.98,365,578160.0
t,Miguel Hidalgo,Entire home/apt,4,2.5,2,2526.0,0,6,4.86,365,921990.0
f,Miguel Hidalgo,Entire home/apt,4,3.0,2,4753.0,347,0,0.0,18,85554.0
f,Benito Juárez,Entire home/apt,2,1.0,2,583.0,302,17,4.76,63,36729.0
f,Benito Juárez,Private room,1,1.0,1,360.0,64,1,5.0,301,108360.0
t,Tlalpan,Private room,4,2.0,2,1571.0,178,1,4.0,187,293777.0
t,Iztacalco,Entire home/apt,2,1.0,1,664.0,167,36,4.94,198,131472.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1250.0,359,13,5.0,6,7500.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,3286.0,358,0,0.0,7,23002.0
f,Miguel Hidalgo,Entire home/apt,4,3.0,2,4672.0,298,1,4.0,67,313024.0
f,Cuauhtémoc,Private room,2,1.0,1,419.0,87,5,4.4,278,116482.0
t,Miguel Hidalgo,Entire home/apt,9,2.5,5,1100.0,12,10,5.0,353,388300.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,977.0,361,7,3.71,4,3908.0
f,Cuauhtémoc,Private room,3,1.0,2,1369.0,0,16,4.94,365,499685.0
t,Coyoacán,Entire home/apt,4,2.0,2,1157.0,0,38,4.95,365,422305.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1450.0,359,14,4.93,6,8700.0
f,Cuauhtémoc,Entire home/apt,6,2.0,3,1711.0,305,35,4.97,60,102660.0
t,Cuauhtémoc,Entire home/apt,6,3.0,3,3000.0,359,14,4.57,6,18000.0
t,Miguel Hidalgo,Private room,2,1.0,1,1248.0,362,1,5.0,3,3744.0
f,Venustiano Carranza,Entire home/apt,3,1.0,2,920.0,179,0,0.0,186,171120.0
f,Cuauhtémoc,Entire home/apt,6,1.0,3,1421.0,354,66,4.92,11,15631.0
f,Cuauhtémoc,Entire home/apt,8,2.0,3,1812.0,343,19,4.74,22,39864.0
f,Coyoacán,Entire home/apt,4,2.0,2,1757.0,0,9,4.5,365,641305.0
f,Cuauhtémoc,Entire home/apt,6,2.0,4,3658.0,328,3,5.0,37,135346.0
f,Cuauhtémoc,Entire home/apt,3,1.0,1,650.0,173,2,5.0,192,124800.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,1139.0,89,27,4.3,276,314364.0
t,Cuauhtémoc,Entire home/apt,4,2.5,2,1829.0,284,6,4.83,81,148149.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,756.0,345,7,4.71,20,15120.0
t,Coyoacán,Private room,2,1.0,1,390.0,0,25,5.0,365,142350.0
f,Cuajimalpa de Morelos,Entire home/apt,4,2.0,2,743.0,364,1,1.0,1,743.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,765.0,66,4,5.0,299,228735.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,837.0,299,7,5.0,66,55242.0
f,Cuauhtémoc,Private room,2,1.5,1,439.0,325,46,4.78,40,17560.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,1170.0,0,26,4.93,365,427050.0
f,Cuauhtémoc,Private room,2,1.5,1,450.0,335,7,4.71,30,13500.0
f,Cuauhtémoc,Private room,2,2.5,1,500.0,1,13,4.87,364,182000.0
f,Miguel Hidalgo,Private room,1,1.0,1,440.0,364,0,0.0,1,440.0
f,Iztapalapa,Entire home/apt,3,1.0,2,749.0,0,1,5.0,365,273385.0
f,Cuauhtémoc,Private room,2,1.0,1,241.0,361,26,4.65,4,964.0
t,Cuauhtémoc,Entire home/apt,7,4.0,4,4000.0,331,21,4.81,34,136000.0
t,Benito Juárez,Entire home/apt,3,1.0,2,700.0,0,28,4.9,365,255500.0
t,Cuauhtémoc,Entire home/apt,10,3.5,4,2969.0,349,20,4.95,16,47504.0
f,Benito Juárez,Entire home/apt,4,2.0,2,950.0,359,6,4.67,6,5700.0
f,Coyoacán,Private room,2,2.0,2,1945.0,365,0,0.0,0,0.0
f,Miguel Hidalgo,Private room,2,1.0,1,500.0,303,54,4.89,62,31000.0
t,Cuauhtémoc,Entire home/apt,6,2.0,2,1100.0,305,29,4.93,60,66000.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1191.0,260,15,4.87,105,125055.0
f,Cuauhtémoc,Entire home/apt,4,1.0,2,3395.0,365,6,4.5,0,0.0
f,Cuauhtémoc,Entire home/apt,4,1.0,2,1461.0,342,8,4.63,23,33603.0
f,Cuauhtémoc,Private room,2,1.0,1,620.0,180,14,4.57,185,114700.0
f,Miguel Hidalgo,Entire home/apt,5,2.0,2,1500.0,89,4,5.0,276,414000.0
f,Cuauhtémoc,Entire home/apt,4,1.0,2,1193.0,268,15,4.73,97,115721.0
f,Miguel Hidalgo,Entire home/apt,6,2.5,3,3315.0,357,12,4.92,8,26520.0
f,Miguel Hidalgo,Entire home/apt,4,2.0,2,3367.0,1,0,0.0,364,1225588.0
f,Álvaro Obregón,Private room,2,1.0,1,1820.0,365,0,0.0,0,0.0
t,Cuauhtémoc,Entire home/apt,3,2.0,2,1736.0,328,4,4.5,37,64232.0
f,Cuauhtémoc,Entire home/apt,6,1.0,3,1208.0,165,41,4.63,200,241600.0
f,Cuauhtémoc,Entire home/apt,4,2.0,2,6469.0,216,0,0.0,149,963881.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,749.0,352,8,4.88,13,9737.0
f,Benito Juárez,Private room,2,1.0,1,330.0,328,6,5.0,37,12210.0
t,Cuauhtémoc,Entire home/apt,6,2.0,3,1276.0,345,27,4.78,20,25520.0
t,Iztapalapa,Private room,2,1.5,1,250.0,82,9,4.89,283,70750.0
f,Venustiano Carranza,Entire home/apt,4,1.0,3,721.0,85,4,5.0,280,201880.0
f,Coyoacán,Private room,2,1.0,1,1812.0,241,1,5.0,124,224688.0
f,Coyoacán,Entire home/apt,6,2.0,5,1450.0,362,6,5.0,3,4350.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1341.0,346,2,4.5,19,25479.0
f,Benito Juárez,Private room,2,1.0,1,344.0,365,0,0.0,0,0.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,629.0,338,30,4.8,27,16983.0
t,Cuauhtémoc,Entire home/apt,4,1.5,2,1914.0,359,14,4.79,6,11484.0
f,Venustiano Carranza,Private room,5,1.0,3,777.0,358,4,4.25,7,5439.0
t,Álvaro Obregón,Entire home/apt,2,1.0,1,895.0,213,12,4.67,152,136040.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1056.0,327,16,4.94,38,40128.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,711.0,0,35,4.69,365,259515.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,2250.0,0,31,5.0,365,821250.0
f,Azcapotzalco,Private room,2,1.0,1,1194.0,364,0,0.0,1,1194.0
t,Benito Juárez,Private room,1,1.0,1,360.0,70,28,4.93,295,106200.0
t,Cuauhtémoc,Entire home/apt,5,1.0,4,1863.0,334,4,5.0,31,57753.0
f,Miguel Hidalgo,Entire home/apt,6,1.0,3,1460.0,170,2,5.0,195,284700.0
t,Miguel Hidalgo,Entire home/apt,5,2.0,4,1121.0,168,46,4.91,197,220837.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1120.0,156,29,4.9,209,234080.0
f,Álvaro Obregón,Entire home/apt,2,1.0,2,1200.0,233,2,5.0,132,158400.0
t,Benito Juárez,Entire home/apt,8,2.5,5,2099.0,0,30,4.97,365,766135.0
t,Miguel Hidalgo,Entire home/apt,4,2.0,2,982.0,75,41,4.9,290,284780.0
t,Cuauhtémoc,Private room,2,1.0,1,557.0,360,26,4.81,5,2785.0
f,Cuauhtémoc,Private room,1,1.0,1,450.0,318,5,5.0,47,21150.0
t,Cuauhtémoc,Private room,2,1.0,1,670.0,57,35,4.89,308,206360.0
t,Miguel Hidalgo,Entire home/apt,4,2.0,2,1024.0,75,42,4.9,290,296960.0
t,Miguel Hidalgo,Entire home/apt,3,1.0,2,934.0,343,21,4.81,22,20548.0
f,Cuauhtémoc,Private room,1,1.0,1,688.0,75,1,5.0,290,199520.0
t,Cuauhtémoc,Entire home/apt,4,1.0,1,999.0,1,21,5.0,364,363636.0
t,Cuauhtémoc,Private room,2,1.0,1,521.0,357,34,4.59,8,4168.0
t,Miguel Hidalgo,Entire home/apt,4,2.0,2,976.0,75,30,4.9,290,283040.0
f,Venustiano Carranza,Private room,2,1.0,1,400.0,264,4,5.0,101,40400.0
f,Cuauhtémoc,Entire home/apt,3,1.0,1,1090.0,356,3,4.0,9,9810.0
f,Gustavo A. Madero,Entire home/apt,5,2.0,3,750.0,364,5,4.8,1,750.0
f,Cuauhtémoc,Entire home/apt,4,2.0,2,3300.0,360,10,4.8,5,16500.0
f,Miguel Hidalgo,Entire home/apt,8,4.5,5,4000.0,93,0,0.0,272,1088000.0
f,Benito Juárez,Entire home/apt,2,1.0,1,379.0,0,28,4.72,365,138335.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1434.0,345,17,5.0,20,28680.0
f,Cuauhtémoc,Entire home/apt,4,2.0,2,1657.0,352,1,3.0,13,21541.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,1043.0,345,31,4.35,20,20860.0
f,Gustavo A. Madero,Entire home/apt,2,1.0,2,779.0,361,30,4.9,4,3116.0
t,Álvaro Obregón,Entire home/apt,2,1.0,1,890.0,192,9,5.0,173,153970.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1153.0,361,25,4.96,4,4612.0
f,Venustiano Carranza,Entire home/apt,2,1.0,1,555.0,0,28,4.7,365,202575.0
f,Miguel Hidalgo,Private room,2,1.0,1,550.0,365,3,5.0,0,0.0
f,Cuauhtémoc,Entire home/apt,4,2.0,3,570.0,47,16,4.63,318,181260.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,794.0,337,17,4.94,28,22232.0
f,Cuauhtémoc,Entire home/apt,5,1.0,4,800.0,329,1,5.0,36,28800.0
f,Álvaro Obregón,Private room,2,1.0,1,450.0,272,5,5.0,93,41850.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,1062.0,185,11,5.0,180,191160.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,5078.0,347,33,4.94,18,91404.0
f,Cuauhtémoc,Entire home/apt,5,1.0,3,1600.0,300,5,5.0,65,104000.0
t,Coyoacán,Entire home/apt,2,1.0,2,700.0,175,14,4.86,190,133000.0
f,Venustiano Carranza,Private room,2,1.0,1,500.0,360,22,4.73,5,2500.0
f,Coyoacán,Entire home/apt,1,1.0,1,350.0,365,8,4.5,0,0.0
f,Coyoacán,Private room,2,1.0,1,1812.0,253,0,0.0,112,202944.0
f,Miguel Hidalgo,Entire home/apt,5,4.0,3,3129.0,1,4,4.8,364,1138956.0
f,Cuauhtémoc,Private room,1,4.0,1,180.0,365,2,4.5,0,0.0
t,Venustiano Carranza,Private room,2,1.0,1,657.0,0,39,4.93,365,239805.0
f,Venustiano Carranza,Private room,6,3.0,3,583.0,362,3,3.67,3,1749.0
f,Coyoacán,Entire home/apt,3,1.0,2,700.0,365,1,5.0,0,0.0
f,Benito Juárez,Entire home/apt,3,1.0,1,686.0,65,0,0.0,300,205800.0
t,Cuauhtémoc,Private room,1,1.0,1,428.0,268,5,5.0,97,41516.0
f,Miguel Hidalgo,Entire home/apt,5,1.0,3,1535.0,146,10,4.2,219,336165.0
f,Cuauhtémoc,Private room,2,1.0,1,480.0,364,0,0.0,1,480.0
f,Azcapotzalco,Entire home/apt,4,2.0,2,1356.0,220,0,0.0,145,196620.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,5914.0,356,7,4.71,9,53226.0
f,Álvaro Obregón,Private room,2,1.0,1,540.0,180,6,4.33,185,99900.0
t,Miguel Hidalgo,Entire home/apt,4,2.0,2,1086.0,82,5,4.8,283,307338.0
t,Miguel Hidalgo,Private room,2,1.0,2,757.0,360,15,4.8,5,3785.0
f,Miguel Hidalgo,Entire home/apt,6,4.5,3,9387.0,54,0,0.0,311,2919357.0
f,Benito Juárez,Private room,1,1.0,1,550.0,357,6,4.83,8,4400.0
t,Miguel Hidalgo,Entire home/apt,6,2.0,2,3100.0,129,7,5.0,236,731600.0
f,Coyoacán,Entire home/apt,3,1.0,2,828.0,360,2,4.5,5,4140.0
t,Coyoacán,Private room,1,1.0,1,393.0,338,15,4.93,27,10611.0
t,Benito Juárez,Entire home/apt,3,2.0,1,873.0,149,29,4.86,216,188568.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,2,2254.0,26,4,5.0,339,764106.0
f,Cuauhtémoc,Private room,2,2.0,1,749.0,225,2,5.0,140,104860.0
t,Cuauhtémoc,Entire home/apt,6,1.0,3,773.0,352,17,4.82,13,10049.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1227.0,352,14,4.71,13,15951.0
f,Benito Juárez,Private room,1,1.0,2,559.0,364,0,0.0,1,559.0
f,Benito Juárez,Private room,2,1.0,1,900.0,174,4,5.0,191,171900.0
t,Benito Juárez,Entire home/apt,4,1.0,1,681.0,22,10,4.9,343,233583.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1000.0,329,4,4.25,36,36000.0
t,Venustiano Carranza,Entire home/apt,2,1.0,1,409.0,312,62,4.85,53,21677.0
t,Coyoacán,Private room,2,1.0,1,600.0,176,17,5.0,189,113400.0
t,Coyoacán,Private room,3,1.5,1,1480.0,82,2,5.0,283,418840.0
f,Tlalpan,Private room,2,1.0,1,404.0,329,0,0.0,36,14544.0
f,Benito Juárez,Entire home/apt,4,2.0,3,1341.0,150,20,4.7,215,288315.0
t,Benito Juárez,Entire home/apt,7,4.5,4,3176.0,0,20,4.95,365,1159240.0
f,Cuauhtémoc,Entire home/apt,4,3.0,2,2459.0,313,4,4.0,52,127868.0
f,Cuauhtémoc,Private room,2,1.0,1,243.0,359,24,4.79,6,1458.0
t,Venustiano Carranza,Private room,2,1.0,1,514.0,328,61,4.89,37,19018.0
f,Coyoacán,Private room,1,1.0,1,291.0,289,1,5.0,76,22116.0
f,Cuauhtémoc,Entire home/apt,4,1.0,1,1000.0,0,9,4.5,365,365000.0
f,Cuauhtémoc,Entire home/apt,8,3.0,5,4339.0,360,5,4.6,5,21695.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,999.0,119,36,4.92,246,245754.0
t,Miguel Hidalgo,Entire home/apt,5,2.0,3,2000.0,86,9,4.89,279,558000.0
t,Miguel Hidalgo,Entire home/apt,4,2.0,3,2400.0,249,0,0.0,116,278400.0
t,Cuauhtémoc,Entire home/apt,3,1.0,2,1185.0,86,21,4.67,279,330615.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,2264.0,327,9,4.78,38,86032.0
f,Miguel Hidalgo,Private room,1,1.0,1,665.0,365,2,3.0,0,0.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1460.0,284,0,0.0,81,118260.0
f,Cuauhtémoc,Entire home/apt,6,2.0,2,1408.0,340,4,5.0,25,35200.0
f,Cuauhtémoc,Private room,4,1.0,2,550.0,354,33,4.67,11,6050.0
t,Miguel Hidalgo,Private room,2,1.0,1,990.0,0,23,4.75,365,361350.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1500.0,362,1,5.0,3,4500.0
f,Benito Juárez,Entire home/apt,6,2.0,3,1991.0,169,9,5.0,196,390236.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1450.0,359,49,4.69,6,8700.0
f,Álvaro Obregón,Entire home/apt,4,2.0,2,1171.0,83,3,4.0,282,330222.0
f,Álvaro Obregón,Entire home/apt,4,1.0,3,600.0,365,15,4.67,0,0.0
t,Cuauhtémoc,Entire home/apt,4,2.5,2,2376.0,22,17,5.0,343,814968.0
f,Cuauhtémoc,Entire home/apt,2,1.0,2,490.0,350,3,5.0,15,7350.0
t,Álvaro Obregón,Entire home/apt,4,2.0,4,1100.0,346,15,4.73,19,20900.0
f,Benito Juárez,Entire home/apt,1,1.0,1,599.0,364,5,4.4,1,599.0
t,Venustiano Carranza,Private room,2,1.0,1,671.0,0,57,4.76,365,244915.0
t,Gustavo A. Madero,Private room,2,1.0,1,350.0,350,18,4.83,15,5250.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,900.0,86,0,0.0,279,251100.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1127.0,365,4,4.25,0,0.0
f,Cuauhtémoc,Entire home/apt,4,1.0,3,720.0,358,0,0.0,7,5040.0
f,Cuauhtémoc,Entire home/apt,4,1.0,3,843.0,345,14,4.64,20,16860.0
f,Azcapotzalco,Entire home/apt,4,1.0,1,622.0,331,27,4.56,34,21148.0
f,Cuauhtémoc,Entire home/apt,4,2.0,2,1664.0,304,11,4.45,61,101504.0
