Neighbourhood,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Availability 365,Number of Reviews,days_rented,revenue
Neukölln,Entire home/apt,2,1.0,2.0,1.0,50.0,0,32,365,18250.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,60.0,9,5,356,21360.0
Neukölln,Entire home/apt,2,1.0,0.0,1.0,34.0,0,3,365,12410.0
Neukölln,Private room,2,1.0,1.0,1.0,30.0,0,26,365,10950.0
Neukölln,Entire home/apt,3,1.0,2.0,2.0,86.0,171,15,194,16684.0
Neukölln,Entire home/apt,3,1.0,1.0,1.0,55.0,0,3,365,20075.0
Neukölln,Private room,4,1.0,1.0,2.0,50.0,0,5,365,18250.0
Reinickendorf,Private room,1,1.0,1.0,1.0,14.0,0,3,365,5110.0
Reinickendorf,Private room,3,1.0,1.0,2.0,35.0,27,15,338,11830.0
Reinickendorf,Private room,2,1.0,1.0,1.0,20.0,218,46,147,2940.0
Reinickendorf,Entire home/apt,2,1.0,1.0,2.0,79.0,340,57,25,1975.0
Neukölln,Private room,4,1.0,1.0,2.0,45.0,327,50,38,1710.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,65.0,192,6,173,11245.0
Neukölln,Private room,3,1.5,1.0,2.0,55.0,340,69,25,1375.0
Neukölln,Entire home/apt,5,1.0,1.0,2.0,65.0,42,61,323,20995.0
Neukölln,Private room,2,1.0,0.0,1.0,30.0,34,0,331,9930.0
Neukölln,Entire home/apt,2,1.0,2.0,2.0,13.0,0,0,365,4745.0
Wilmersdorf,Entire home/apt,3,1.0,0.0,3.0,83.0,359,17,6,498.0
Friedrichshain,Entire home/apt,4,1.0,2.0,3.0,99.0,268,80,97,9603.0
Friedrichshain,Entire home/apt,5,1.0,3.0,3.0,110.0,135,6,230,25300.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,54.0,148,47,217,11718.0
Friedrichshain,Entire home/apt,4,1.0,1.0,2.0,95.0,316,8,49,4655.0
Friedrichshain,Private room,2,1.0,1.0,1.0,33.0,0,6,365,12045.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,60.0,296,102,69,4140.0
Friedrichshain,Shared room,6,0.0,1.0,6.0,24.0,359,8,6,144.0
Friedrichshain,Entire home/apt,3,1.0,1.0,2.0,35.0,233,8,132,4620.0
Friedrichshain,Entire home/apt,2,1.5,1.0,2.0,45.0,0,0,365,16425.0
Friedrichshain,Private room,2,1.0,1.0,1.0,39.0,55,16,310,12090.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,40.0,0,6,365,14600.0
Friedrichshain,Private room,2,1.0,1.0,1.0,40.0,113,13,252,10080.0
Friedrichshain,Entire home/apt,5,1.0,2.0,5.0,115.0,346,4,19,2185.0
Friedrichshain,Private room,2,1.0,1.0,1.0,30.0,3,30,362,10860.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,60.0,247,54,118,7080.0
Friedrichshain,Entire home/apt,2,1.0,0.0,1.0,86.0,315,4,50,4300.0
Friedrichshain,Private room,1,1.0,1.0,1.0,32.0,0,6,365,11680.0
Friedrichshain,Private room,2,1.0,1.0,1.0,40.0,315,15,50,2000.0
Friedrichshain,Entire home/apt,3,1.0,1.0,2.0,31.0,346,0,19,589.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,66.0,273,0,92,6072.0
Friedrichshain,Private room,4,1.0,1.0,2.0,49.0,361,13,4,196.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,68.0,10,14,355,24140.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,50.0,0,0,365,18250.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,45.0,33,1,332,14940.0
Friedrichshain,Private room,2,1.0,1.0,1.0,60.0,158,0,207,12420.0
Friedrichshain,Entire home/apt,1,1.0,1.0,1.0,25.0,174,101,191,4775.0
Friedrichshain,Entire home/apt,3,1.0,1.0,2.0,55.0,40,9,325,17875.0
Friedrichshain,Private room,2,1.0,1.0,1.0,30.0,163,0,202,6060.0
Friedrichshain,Private room,2,1.0,1.0,1.0,35.0,127,3,238,8330.0
Friedrichshain,Private room,1,1.0,1.0,1.0,17.0,2,2,363,6171.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,125.0,0,0,365,45625.0
Kreuzberg,Entire home/apt,4,1.0,2.0,2.0,66.0,0,0,365,24090.0
Kreuzberg,Entire home/apt,4,1.0,1.0,1.0,120.0,348,7,17,2040.0
Kreuzberg,Private room,1,1.0,1.0,1.0,50.0,3,3,362,18100.0
Kreuzberg,Private room,2,1.0,1.0,1.0,35.0,215,14,150,5250.0
Kreuzberg,Private room,2,1.0,1.0,1.0,41.0,192,126,173,7093.0
Kreuzberg,Entire home/apt,4,1.0,1.0,3.0,80.0,345,17,20,1600.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,60.0,0,18,365,21900.0
Kreuzberg,Entire home/apt,6,1.0,2.0,6.0,95.0,284,62,81,7695.0
Kreuzberg,Private room,1,1.0,1.0,1.0,17.0,0,0,365,6205.0
Mitte,Entire home/apt,2,1.0,0.0,1.0,125.0,325,1,40,5000.0
Mitte,Shared room,8,1.0,1.0,8.0,22.0,304,38,61,1342.0
Mitte,Entire home/apt,4,1.0,1.0,2.0,110.0,80,2,285,31350.0
Mitte,Private room,2,1.0,1.0,1.0,45.0,0,1,365,16425.0
Mitte,Entire home/apt,4,1.0,2.0,2.0,60.0,341,92,24,1440.0
Mitte,Private room,2,1.5,1.0,1.0,59.0,21,33,344,20296.0
Mitte,Private room,2,1.0,1.0,1.0,25.0,0,1,365,9125.0
Mitte,Entire home/apt,2,1.0,0.0,2.0,76.0,364,18,1,76.0
Mitte,Private room,1,1.0,1.0,1.0,25.0,3,4,362,9050.0
Mitte,Entire home/apt,7,1.5,3.0,5.0,210.0,68,3,297,62370.0
Mitte,Entire home/apt,6,1.0,3.0,4.0,55.0,0,11,365,20075.0
Mitte,Entire home/apt,4,1.0,2.0,2.0,99.0,280,106,85,8415.0
Mitte,Entire home/apt,3,1.0,0.0,1.0,75.0,342,0,23,1725.0
Kreuzberg,Private room,2,1.0,1.0,1.0,48.0,0,20,365,17520.0
Kreuzberg,Private room,3,1.0,1.0,2.0,85.0,0,1,365,31025.0
Kreuzberg,Private room,2,1.0,2.0,1.0,47.0,34,14,331,15557.0
Kreuzberg,Private room,2,1.0,1.0,1.0,45.0,0,30,365,16425.0
Kreuzberg,Private room,2,1.0,1.0,1.0,25.0,0,1,365,9125.0
Kreuzberg,Private room,2,1.5,1.0,1.0,35.0,77,19,288,10080.0
Mitte,Entire home/apt,4,1.0,1.0,2.0,129.0,233,126,132,17028.0
Mitte,Entire home/apt,4,1.0,0.0,2.0,95.0,341,8,24,2280.0
Mitte,Entire home/apt,5,2.0,3.0,2.0,120.0,0,4,365,43800.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,68.0,293,38,72,4896.0
Mitte,Private room,2,1.0,0.0,1.0,65.0,41,0,324,21060.0
Mitte,Entire home/apt,4,1.0,2.0,3.0,180.0,335,13,30,5400.0
Mitte,Private room,2,1.0,1.0,1.0,65.0,87,0,278,18070.0
Mitte,Private room,1,1.0,1.0,1.0,42.0,116,89,249,10458.0
Mitte,Entire home/apt,2,1.0,0.0,2.0,59.0,157,0,208,12272.0
Mitte,Private room,1,1.0,1.0,1.0,30.0,296,9,69,2070.0
Mitte,Private room,1,1.0,1.0,1.0,30.0,46,1,319,9570.0
Mitte,Shared room,6,1.0,1.0,6.0,19.0,113,26,252,4788.0
Kreuzberg,Entire home/apt,4,2.0,1.0,1.0,150.0,78,43,287,43050.0
Kreuzberg,Private room,2,2.0,1.0,1.0,30.0,0,2,365,10950.0
Kreuzberg,Entire home/apt,9,1.5,4.0,4.0,300.0,0,2,365,109500.0
Kreuzberg,Private room,2,1.0,1.0,1.0,35.0,133,0,232,8120.0
Kreuzberg,Entire home/apt,2,1.0,2.0,2.0,50.0,0,2,365,18250.0
Kreuzberg,Private room,2,1.0,1.0,1.0,35.0,39,2,326,11410.0
Kreuzberg,Entire home/apt,4,1.0,2.0,2.0,90.0,0,2,365,32850.0
Kreuzberg,Private room,2,1.0,1.0,1.0,55.0,362,3,3,165.0
Kreuzberg,Private room,2,1.0,1.0,1.0,35.0,86,1,279,9765.0
Kreuzberg,Private room,2,2.0,1.0,1.0,40.0,127,29,238,9520.0
Kreuzberg,Private room,2,1.5,1.0,1.0,100.0,0,1,365,36500.0
Kreuzberg,Private room,2,1.0,1.0,1.0,32.0,0,5,365,11680.0
Kreuzberg,Private room,2,1.0,1.0,1.0,50.0,0,3,365,18250.0
Charlottenburg,Entire home/apt,2,1.0,1.0,1.0,30.0,0,2,365,10950.0
Pankow,Entire home/apt,4,1.0,2.0,3.0,46.0,0,15,365,16790.0
Pankow,Private room,2,1.0,1.0,1.0,25.0,274,37,91,2275.0
Pankow,Entire home/apt,2,1.0,0.0,1.0,50.0,12,3,353,17650.0
Pankow,Entire home/apt,6,1.0,2.0,3.0,90.0,45,1,320,28800.0
Pankow,Private room,1,1.0,1.0,1.0,25.0,0,0,365,9125.0
Pankow,Private room,2,1.0,1.0,1.0,42.0,0,0,365,15330.0
Pankow,Entire home/apt,1,1.0,2.0,1.0,45.0,0,2,365,16425.0
Charlottenburg,Private room,2,1.0,1.0,1.0,22.0,0,20,365,8030.0
Charlottenburg,Private room,4,3.0,1.0,4.0,150.0,0,0,365,54750.0
Charlottenburg,Entire home/apt,2,1.0,1.0,1.0,100.0,80,0,285,28500.0
Charlottenburg,Private room,2,1.0,1.0,1.0,26.0,0,4,365,9490.0
Charlottenburg,Entire home/apt,9,1.0,4.0,5.0,165.0,225,2,140,23100.0
Charlottenburg,Private room,1,1.0,1.0,1.0,17.0,0,1,365,6205.0
Charlottenburg,Entire home/apt,2,1.0,1.0,1.0,45.0,0,0,365,16425.0
Charlottenburg,Private room,1,1.0,1.0,1.0,40.0,0,23,365,14600.0
Wilmersdorf,Entire home/apt,4,1.0,2.0,2.0,70.0,127,27,238,16660.0
Wilmersdorf,Private room,2,1.0,1.0,2.0,29.0,335,81,30,870.0
Wilmersdorf,Entire home/apt,2,1.0,1.0,1.0,28.0,308,0,57,1596.0
Wilmersdorf,Private room,1,1.0,1.0,2.0,25.0,239,6,126,3150.0
Wilmersdorf,Entire home/apt,2,1.0,1.0,1.0,37.0,76,7,289,10693.0
Wilmersdorf,Entire home/apt,5,1.0,3.0,5.0,114.0,0,0,365,41610.0
Wilmersdorf,Entire home/apt,4,1.0,1.0,1.0,88.0,340,15,25,2200.0
Wilmersdorf,Private room,1,1.0,1.0,1.0,15.0,0,0,365,5475.0
Wilmersdorf,Entire home/apt,6,1.0,2.0,3.0,135.0,72,0,293,39555.0
Wilmersdorf,Entire home/apt,11,2.0,5.0,6.0,350.0,353,0,12,4200.0
Wilmersdorf,Private room,1,2.0,1.0,1.0,35.0,332,5,33,1155.0
Wilmersdorf,Private room,2,2.0,1.0,2.0,35.0,348,9,17,595.0
Wilmersdorf,Private room,1,2.0,1.0,1.0,35.0,341,4,24,840.0
Wilmersdorf,Private room,2,1.0,1.0,1.0,28.0,0,10,365,10220.0
Wilmersdorf,Entire home/apt,6,1.0,2.0,6.0,95.0,230,27,135,12825.0
Neukölln,Entire home/apt,3,1.0,1.0,2.0,50.0,0,3,365,18250.0
Neukölln,Entire home/apt,2,1.0,0.0,1.0,50.0,43,14,322,16100.0
Neukölln,Private room,2,1.0,1.0,1.0,32.0,275,79,90,2880.0
Neukölln,Entire home/apt,4,1.0,2.0,3.0,100.0,0,1,365,36500.0
Neukölln,Entire home/apt,2,1.0,2.0,2.0,45.0,0,4,365,16425.0
Neukölln,Private room,2,1.0,1.0,1.0,28.0,0,0,365,10220.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,39.0,0,2,365,14235.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,40.0,0,0,365,14600.0
Neukölln,Private room,2,1.0,1.0,1.0,35.0,0,0,365,12775.0
Neukölln,Private room,2,1.0,1.0,1.0,22.0,43,2,322,7084.0
Neukölln,Private room,2,1.0,1.0,1.0,15.0,0,1,365,5475.0
Mitte,Entire home/apt,3,1.0,1.0,2.0,69.0,35,9,330,22770.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,49.0,227,37,138,6762.0
Neukölln,Shared room,2,1.0,1.0,2.0,20.0,8,9,357,7140.0
Mitte,Entire home/apt,4,1.0,2.0,4.0,130.0,356,0,9,1170.0
Neukölln,Private room,2,1.0,1.0,1.0,30.0,0,1,365,10950.0
Mitte,Entire home/apt,1,1.0,1.0,1.0,65.0,18,0,347,22555.0
Neukölln,Private room,2,1.0,1.0,1.0,38.0,64,0,301,11438.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,60.0,0,5,365,21900.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,58.0,0,0,365,21170.0
Neukölln,Entire home/apt,4,0.5,1.0,2.0,29.0,0,3,365,10585.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,45.0,0,1,365,16425.0
Neukölln,Private room,1,1.0,1.0,1.0,18.0,7,0,358,6444.0
Neukölln,Private room,2,1.0,1.0,1.0,45.0,2,2,363,16335.0
Neukölln,Private room,2,1.0,1.0,1.0,25.0,0,24,365,9125.0
Neukölln,Private room,2,1.0,1.0,1.0,33.0,6,6,359,11847.0
Neukölln,Entire home/apt,4,1.0,1.0,2.0,80.0,8,3,357,28560.0
Neukölln,Entire home/apt,2,1.0,3.0,1.0,66.0,275,10,90,5940.0
Steglitz,Private room,2,1.0,1.0,2.0,22.0,7,9,358,7876.0
Steglitz,Private room,1,1.0,1.0,1.0,12.0,1,0,364,4368.0
Steglitz,Private room,2,1.0,1.0,1.0,23.0,51,11,314,7222.0
Steglitz,Private room,1,1.0,1.0,1.0,35.0,234,10,131,4585.0
Zehlendorf,Private room,2,1.0,1.0,2.0,120.0,363,1,2,240.0
Zehlendorf,Private room,2,1.0,1.0,1.0,30.0,200,3,165,4950.0
Zehlendorf,Private room,1,1.0,1.0,1.0,27.0,292,5,73,1971.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,75.0,295,27,70,5250.0
Treptow,Private room,2,1.0,1.0,1.0,29.0,7,3,358,10382.0
Treptow,Entire home/apt,2,1.0,1.0,1.0,28.0,0,0,365,10220.0
Treptow,Private room,2,1.0,1.0,1.0,29.0,6,3,359,10411.0
Treptow,Entire home/apt,3,1.0,1.0,1.0,55.0,30,2,335,18425.0
Kreuzberg,Entire home/apt,3,1.0,2.0,2.0,60.0,0,2,365,21900.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,50.0,0,9,365,18250.0
Kreuzberg,Private room,2,1.0,1.0,1.0,35.0,27,4,338,11830.0
Kreuzberg,Private room,2,1.0,1.0,1.0,33.0,7,4,358,11814.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,41.0,0,8,365,14965.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,82.0,276,3,89,7298.0
Kreuzberg,Private room,2,1.0,1.0,1.0,30.0,0,2,365,10950.0
Kreuzberg,Entire home/apt,2,1.0,2.0,1.0,44.0,0,7,365,16060.0
Kreuzberg,Private room,2,1.0,1.0,1.0,27.0,0,1,365,9855.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,100.0,311,58,54,5400.0
Kreuzberg,Private room,3,1.0,1.0,2.0,24.0,322,4,43,1032.0
Kreuzberg,Entire home/apt,2,1.0,1.0,2.0,35.0,0,2,365,12775.0
Kreuzberg,Entire home/apt,4,1.0,2.0,3.0,95.0,16,1,349,33155.0
Kreuzberg,Entire home/apt,4,2.0,2.0,2.0,121.0,85,2,280,33880.0
Kreuzberg,Entire home/apt,2,1.0,0.0,1.0,35.0,96,1,269,9415.0
Kreuzberg,Entire home/apt,4,1.0,1.0,2.0,120.0,0,17,365,43800.0
Kreuzberg,Private room,2,1.0,1.0,1.0,26.0,258,13,107,2782.0
Kreuzberg,Private room,2,1.5,1.0,1.0,39.0,66,118,299,11661.0
Kreuzberg,Private room,2,1.5,1.0,1.0,39.0,61,24,304,11856.0
Kreuzberg,Entire home/apt,4,1.0,2.0,2.0,130.0,0,3,365,47450.0
Kreuzberg,Entire home/apt,1,1.0,2.0,1.0,37.0,0,6,365,13505.0
Kreuzberg,Entire home/apt,5,1.0,1.0,3.0,200.0,360,47,5,1000.0
Kreuzberg,Entire home/apt,4,1.0,1.0,1.0,68.0,275,83,90,6120.0
Kreuzberg,Private room,1,1.0,1.0,1.0,33.0,343,10,22,726.0
Kreuzberg,Private room,2,1.0,1.0,1.0,68.0,0,2,365,24820.0
Kreuzberg,Private room,2,1.0,1.0,1.0,85.0,236,13,129,10965.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,55.0,0,0,365,20075.0
Kreuzberg,Entire home/apt,2,1.0,0.0,1.0,45.0,0,3,365,16425.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,59.0,133,11,232,13688.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,79.0,271,36,94,7426.0
Kreuzberg,Entire home/apt,5,1.0,2.0,3.0,180.0,65,0,300,54000.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,79.0,0,1,365,28835.0
Kreuzberg,Entire home/apt,5,1.0,1.0,1.0,89.0,0,10,365,32485.0
Kreuzberg,Private room,2,1.0,1.0,2.0,61.0,308,167,57,3477.0
Kreuzberg,Private room,2,1.0,1.0,1.0,28.0,268,2,97,2716.0
Kreuzberg,Entire home/apt,4,1.5,3.0,4.0,74.0,0,2,365,27010.0
Kreuzberg,Entire home/apt,5,1.0,2.0,2.0,285.0,0,2,365,104025.0
Kreuzberg,Private room,2,1.0,1.0,1.0,28.0,0,11,365,10220.0
Kreuzberg,Entire home/apt,5,1.0,2.0,3.0,55.0,0,2,365,20075.0
Kreuzberg,Private room,2,1.0,1.0,1.0,45.0,0,1,365,16425.0
Kreuzberg,Private room,2,1.0,1.0,1.0,28.0,66,3,299,8372.0
Kreuzberg,Entire home/apt,4,1.5,2.0,4.0,130.0,33,23,332,43160.0
Kreuzberg,Private room,2,1.0,1.0,1.0,45.0,248,6,117,5265.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,42.0,311,9,54,2268.0
Kreuzberg,Private room,2,1.0,1.0,2.0,27.0,271,2,94,2538.0
Kreuzberg,Private room,2,1.0,1.0,1.0,25.0,0,1,365,9125.0
Friedrichshain,Private room,2,1.5,1.0,1.0,70.0,84,91,281,19670.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,45.0,73,38,292,13140.0
Friedrichshain,Entire home/apt,2,1.0,0.0,1.0,69.0,32,9,333,22977.0
Friedrichshain,Entire home/apt,4,1.0,1.0,1.0,150.0,4,7,361,54150.0
Friedrichshain,Private room,1,1.0,1.0,1.0,16.0,0,0,365,5840.0
Mitte,Entire home/apt,2,1.0,0.0,1.0,71.0,1,15,364,25844.0
Mitte,Entire home/apt,7,1.0,3.0,5.0,106.0,0,0,365,38690.0
Mitte,Entire home/apt,2,1.0,0.0,1.0,75.0,17,1,348,26100.0
Mitte,Entire home/apt,4,1.0,1.0,2.0,85.0,244,100,121,10285.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,52.0,0,120,365,18980.0
Mitte,Entire home/apt,4,1.0,0.0,2.0,65.0,2,21,363,23595.0
Mitte,Private room,1,2.0,1.0,1.0,25.0,0,0,365,9125.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,118.0,358,3,7,826.0
Mitte,Entire home/apt,3,2.0,2.0,2.0,120.0,148,5,217,26040.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,110.0,319,10,46,5060.0
Mitte,Entire home/apt,4,1.0,2.0,2.0,77.0,34,1,331,25487.0
Mitte,Private room,2,1.0,1.0,1.0,50.0,0,1,365,18250.0
Mitte,Entire home/apt,4,1.0,1.0,2.0,60.0,225,201,140,8400.0
Mitte,Private room,3,1.0,1.0,1.0,94.0,10,79,355,33370.0
Mitte,Private room,2,2.0,1.0,1.0,59.0,220,48,145,8555.0
Mitte,Entire home/apt,2,1.0,0.0,1.0,129.0,93,1,272,35088.0
Mitte,Private room,2,2.0,1.0,1.0,21.0,5,7,360,7560.0
Mitte,Private room,4,1.0,1.0,2.0,50.0,66,55,299,14950.0
Mitte,Private room,2,1.0,1.0,1.0,90.0,7,0,358,32220.0
Mitte,Entire home/apt,4,1.0,1.0,2.0,65.0,212,17,153,9945.0
Mitte,Entire home/apt,2,1.0,0.0,1.0,80.0,102,0,263,21040.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,36.0,241,3,124,4464.0
Mitte,Entire home/apt,8,1.0,2.0,8.0,120.0,17,94,348,41760.0
Mitte,Entire home/apt,3,1.0,1.0,1.0,65.0,0,7,365,23725.0
Mitte,Entire home/apt,4,1.5,1.0,2.0,35.0,0,1,365,12775.0
Mitte,Entire home/apt,2,1.0,0.0,2.0,70.0,283,6,82,5740.0
Mitte,Entire home/apt,4,1.0,2.0,2.0,90.0,0,0,365,32850.0
Mitte,Private room,2,1.5,1.0,1.0,35.0,67,7,298,10430.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,64.0,1,7,364,23296.0
Mitte,Entire home/apt,4,1.0,1.0,1.0,43.0,250,64,115,4945.0
Neukölln,Private room,2,1.0,1.0,1.0,35.0,308,22,57,1995.0
Neukölln,Private room,3,1.0,1.0,2.0,29.0,0,1,365,10585.0
Neukölln,Entire home/apt,3,1.0,0.0,1.0,42.0,56,10,309,12978.0
Neukölln,Private room,1,1.0,1.0,1.0,38.0,349,10,16,608.0
Neukölln,Private room,1,1.5,1.0,1.0,31.0,136,38,229,7099.0
Neukölln,Entire home/apt,4,1.0,1.0,2.0,65.0,228,13,137,8905.0
Neukölln,Entire home/apt,2,1.0,2.0,2.0,55.0,0,2,365,20075.0
Neukölln,Private room,1,1.0,0.0,1.0,17.0,134,6,231,3927.0
Neukölln,Private room,2,1.0,1.0,1.0,42.0,127,9,238,9996.0
Neukölln,Private room,2,1.0,1.0,2.0,28.0,280,3,85,2380.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,47.0,0,7,365,17155.0
Neukölln,Entire home/apt,2,1.0,1.0,2.0,80.0,312,1,53,4240.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,75.0,221,7,144,10800.0
Neukölln,Private room,2,1.5,1.0,1.0,25.0,0,1,365,9125.0
Neukölln,Private room,1,1.0,1.0,1.0,18.0,0,2,365,6570.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,43.0,57,4,308,13244.0
Neukölln,Private room,4,1.0,1.0,2.0,58.0,0,2,365,21170.0
Neukölln,Entire home/apt,1,1.0,0.0,1.0,20.0,6,3,359,7180.0
Neukölln,Private room,2,1.0,1.0,1.0,30.0,341,25,24,720.0
Köpenick,Entire home/apt,7,1.0,3.0,6.0,70.0,91,2,274,19180.0
Köpenick,Entire home/apt,6,1.0,2.0,6.0,59.0,235,31,130,7670.0
Marzahn,Entire home/apt,2,1.0,1.0,1.0,21.0,97,5,268,5628.0
Neukölln,Private room,3,1.0,1.0,2.0,25.0,0,4,365,9125.0
Neukölln,Private room,2,2.0,1.0,1.0,19.0,0,0,365,6935.0
Neukölln,Private room,1,1.0,1.0,1.0,14.0,0,0,365,5110.0
Neukölln,Private room,2,1.0,1.0,1.0,25.0,0,1,365,9125.0
Mitte,Private room,2,1.0,1.0,1.0,25.0,2,0,363,9075.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,45.0,165,9,200,9000.0
Neukölln,Private room,3,1.0,1.0,2.0,65.0,280,1,85,5525.0
Neukölln,Private room,2,1.0,1.0,1.0,25.0,0,2,365,9125.0
Mitte,Private room,2,1.0,1.0,1.0,20.0,0,7,365,7300.0
Mitte,Entire home/apt,4,1.0,2.0,2.0,80.0,0,1,365,29200.0
Mitte,Entire home/apt,4,1.0,2.0,3.0,66.0,0,1,365,24090.0
Neukölln,Entire home/apt,4,1.0,2.0,3.0,47.0,127,10,238,11186.0
Neukölln,Entire home/apt,2,1.0,0.0,1.0,60.0,0,1,365,21900.0
Mitte,Entire home/apt,1,1.0,1.0,1.0,24.0,0,0,365,8760.0
Neukölln,Entire home/apt,4,1.0,3.0,3.0,99.0,0,2,365,36135.0
Neukölln,Private room,2,1.0,1.0,1.0,53.0,364,19,1,53.0
Neukölln,Entire home/apt,3,1.0,2.0,1.0,65.0,20,0,345,22425.0
Neukölln,Private room,2,1.0,1.0,1.0,35.0,19,32,346,12110.0
Lichtenberg,Private room,2,1.0,1.0,1.0,35.0,339,17,26,910.0
Lichtenberg,Entire home/apt,4,1.0,1.0,2.0,62.0,94,23,271,16802.0
Lichtenberg,Private room,1,1.0,1.0,1.0,30.0,129,4,236,7080.0
Lichtenberg,Private room,2,1.0,1.0,2.0,33.0,60,147,305,10065.0
Neukölln,Private room,2,1.0,1.0,1.0,30.0,121,7,244,7320.0
Neukölln,Private room,2,1.0,1.0,1.0,22.0,33,0,332,7304.0
Neukölln,Entire home/apt,3,1.0,3.0,3.0,120.0,13,2,352,42240.0
Neukölln,Private room,3,1.0,1.0,1.0,28.0,13,12,352,9856.0
Neukölln,Private room,2,1.0,1.0,2.0,21.0,0,1,365,7665.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,69.0,304,56,61,4209.0
Neukölln,Private room,1,1.0,1.0,1.0,20.0,0,0,365,7300.0
Neukölln,Private room,3,1.0,1.0,1.0,25.0,280,16,85,2125.0
Neukölln,Private room,2,1.0,1.0,1.0,19.0,48,10,317,6023.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,39.0,0,6,365,14235.0
Neukölln,Private room,2,1.0,1.0,1.0,40.0,0,3,365,14600.0
Neukölln,Entire home/apt,6,1.0,2.0,6.0,60.0,0,7,365,21900.0
Neukölln,Private room,2,1.0,1.0,1.0,25.0,0,1,365,9125.0
Neukölln,Private room,2,1.0,1.0,1.0,25.0,0,1,365,9125.0
Neukölln,Entire home/apt,3,1.0,0.0,2.0,55.0,349,10,16,880.0
Lichtenberg,Entire home/apt,4,1.0,1.0,2.0,37.0,2,0,363,13431.0
Charlottenburg,Entire home/apt,3,1.0,1.0,2.0,50.0,0,0,365,18250.0
Charlottenburg,Entire home/apt,1,1.0,0.0,1.0,77.0,0,0,365,28105.0
Charlottenburg,Private room,3,1.0,1.0,2.0,34.0,287,18,78,2652.0
Charlottenburg,Private room,2,1.0,1.0,1.0,40.0,158,6,207,8280.0
Charlottenburg,Private room,4,1.0,1.0,2.0,120.0,0,1,365,43800.0
Charlottenburg,Entire home/apt,2,1.0,1.0,2.0,35.0,23,0,342,11970.0
Charlottenburg,Entire home/apt,2,1.5,1.0,1.0,114.0,360,2,5,570.0
Charlottenburg,Private room,2,1.0,1.0,2.0,20.0,0,1,365,7300.0
Charlottenburg,Private room,2,1.0,1.0,1.0,25.0,0,4,365,9125.0
Charlottenburg,Private room,1,1.0,1.0,1.0,42.0,75,33,290,12180.0
Charlottenburg,Private room,2,1.0,1.0,1.0,30.0,0,0,365,10950.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,40.0,0,3,365,14600.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,99.0,346,19,19,1881.0
Friedrichshain,Entire home/apt,1,1.0,0.0,1.0,30.0,171,0,194,5820.0
Friedrichshain,Entire home/apt,4,1.0,1.0,2.0,90.0,9,2,356,32040.0
Friedrichshain,Entire home/apt,7,1.0,3.0,3.0,120.0,232,31,133,15960.0
Friedrichshain,Entire home/apt,3,2.0,2.0,2.0,70.0,17,0,348,24360.0
Friedrichshain,Private room,2,1.0,1.0,1.0,23.0,0,3,365,8395.0
