Neighbourhood,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Availability 365,Number of Reviews,days_rented,revenue
Kreuzberg,Entire home/apt,4,1.0,2.0,2.0,110.0,0,6,365,40150.0
Kreuzberg,Private room,2,1.5,1.0,1.0,30.0,0,4,365,10950.0
Kreuzberg,Entire home/apt,2,1.0,0.0,1.0,50.0,0,2,365,18250.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,55.0,134,7,231,12705.0
Kreuzberg,Entire home/apt,4,1.0,1.0,3.0,60.0,257,7,108,6480.0
Kreuzberg,Entire home/apt,4,1.0,1.0,2.0,80.0,219,2,146,11680.0
Kreuzberg,Entire home/apt,2,1.0,2.0,2.0,50.0,0,0,365,18250.0
Kreuzberg,Private room,2,0.5,1.0,1.0,40.0,0,0,365,14600.0
Kreuzberg,Private room,2,1.0,1.0,1.0,48.0,305,9,60,2880.0
Kreuzberg,Private room,2,1.0,1.0,1.0,30.0,0,11,365,10950.0
Kreuzberg,Private room,2,1.0,1.0,1.0,30.0,0,1,365,10950.0
Kreuzberg,Private room,4,1.5,1.0,2.0,29.0,13,13,352,10208.0
Kreuzberg,Private room,2,1.0,1.0,1.0,34.0,127,2,238,8092.0
Kreuzberg,Private room,2,1.0,1.0,1.0,45.0,183,3,182,8190.0
Kreuzberg,Entire home/apt,5,1.0,2.0,3.0,95.0,24,0,341,32395.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,65.0,0,0,365,23725.0
Kreuzberg,Private room,2,1.0,1.0,1.0,35.0,0,4,365,12775.0
Kreuzberg,Private room,1,1.0,1.0,1.0,32.0,12,0,353,11296.0
Kreuzberg,Private room,2,1.0,1.0,1.0,40.0,169,19,196,7840.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,59.0,0,0,365,21535.0
Kreuzberg,Private room,1,1.0,1.0,1.0,29.0,0,0,365,10585.0
Kreuzberg,Private room,2,1.0,1.0,1.0,43.0,85,0,280,12040.0
Kreuzberg,Entire home/apt,3,1.0,1.0,2.0,30.0,0,1,365,10950.0
Kreuzberg,Private room,2,1.0,1.0,1.0,35.0,4,5,361,12635.0
Kreuzberg,Entire home/apt,4,1.0,1.0,2.0,70.0,0,1,365,25550.0
Kreuzberg,Private room,2,1.0,1.0,1.0,28.0,0,3,365,10220.0
Kreuzberg,Private room,2,1.0,1.0,1.0,35.0,0,2,365,12775.0
Kreuzberg,Entire home/apt,2,1.0,2.0,2.0,38.0,0,4,365,13870.0
Kreuzberg,Entire home/apt,2,1.0,1.0,2.0,37.0,0,2,365,13505.0
Kreuzberg,Entire home/apt,2,1.0,1.0,2.0,72.0,12,12,353,25416.0
Kreuzberg,Private room,2,1.0,1.0,1.0,60.0,0,4,365,21900.0
Kreuzberg,Private room,2,1.5,1.0,1.0,40.0,63,9,302,12080.0
Kreuzberg,Entire home/apt,2,1.0,2.0,1.0,70.0,0,0,365,25550.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,90.0,285,13,80,7200.0
Kreuzberg,Private room,2,1.0,1.0,1.0,45.0,5,14,360,16200.0
Kreuzberg,Private room,4,3.0,2.0,2.0,30.0,71,25,294,8820.0
Kreuzberg,Private room,2,1.0,1.0,1.0,35.0,0,0,365,12775.0
Kreuzberg,Entire home/apt,5,1.0,4.0,4.0,120.0,0,14,365,43800.0
Kreuzberg,Private room,2,1.0,1.0,1.0,45.0,311,10,54,2430.0
Kreuzberg,Private room,2,1.0,1.0,1.0,40.0,70,0,295,11800.0
Kreuzberg,Entire home/apt,6,1.0,2.0,3.0,130.0,24,1,341,44330.0
Kreuzberg,Entire home/apt,4,1.0,1.0,2.0,148.0,295,47,70,10360.0
Kreuzberg,Entire home/apt,3,1.0,1.0,1.0,150.0,88,1,277,41550.0
Kreuzberg,Private room,2,1.0,1.0,1.0,40.0,32,65,333,13320.0
Kreuzberg,Private room,3,1.0,1.0,2.0,22.0,0,5,365,8030.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,58.0,0,174,365,21170.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,60.0,172,0,193,11580.0
Kreuzberg,Private room,2,1.0,1.0,1.0,27.0,246,2,119,3213.0
Kreuzberg,Private room,2,2.0,1.0,1.0,40.0,0,0,365,14600.0
Kreuzberg,Private room,2,1.0,1.0,2.0,17.0,0,1,365,6205.0
Charlottenburg,Entire home/apt,4,1.0,2.0,2.0,49.0,0,14,365,17885.0
Wilmersdorf,Entire home/apt,5,1.0,1.0,2.0,49.0,109,6,256,12544.0
Steglitz,Entire home/apt,4,1.0,0.0,1.0,60.0,96,2,269,16140.0
Steglitz,Private room,1,1.0,1.0,1.0,19.0,43,12,322,6118.0
Steglitz,Private room,2,1.0,1.0,1.0,20.0,0,0,365,7300.0
Steglitz,Entire home/apt,2,1.0,1.0,1.0,40.0,0,3,365,14600.0
Schöneberg,Entire home/apt,6,1.0,3.0,6.0,57.0,194,6,171,9747.0
Schöneberg,Entire home/apt,2,1.0,1.0,2.0,39.0,238,92,127,4953.0
Charlottenburg,Entire home/apt,2,1.0,0.0,1.0,45.0,8,2,357,16065.0
Charlottenburg,Entire home/apt,2,1.0,2.0,2.0,44.0,92,3,273,12012.0
Wilmersdorf,Private room,3,1.0,1.0,2.0,45.0,90,15,275,12375.0
Wilmersdorf,Private room,2,1.0,1.0,1.0,30.0,90,8,275,8250.0
Wilmersdorf,Entire home/apt,2,1.0,1.0,1.0,47.0,357,11,8,376.0
Wilmersdorf,Entire home/apt,3,1.0,1.0,2.0,78.0,115,5,250,19500.0
Wilmersdorf,Private room,2,1.0,1.0,1.0,24.0,0,3,365,8760.0
Wilmersdorf,Entire home/apt,6,1.0,2.0,6.0,95.0,263,24,102,9690.0
Wilmersdorf,Entire home/apt,4,1.0,3.0,3.0,75.0,312,13,53,3975.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,100.0,33,3,332,33200.0
Neukölln,Entire home/apt,4,1.0,1.0,4.0,35.0,0,0,365,12775.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,55.0,23,1,342,18810.0
Neukölln,Private room,2,1.0,1.0,1.0,35.0,258,5,107,3745.0
Neukölln,Entire home/apt,3,1.0,1.0,1.0,87.0,29,15,336,29232.0
Neukölln,Private room,1,1.0,1.0,1.0,28.0,0,4,365,10220.0
Neukölln,Entire home/apt,2,1.0,2.0,2.0,25.0,0,3,365,9125.0
Neukölln,Private room,3,1.0,1.0,1.0,30.0,0,3,365,10950.0
Neukölln,Private room,2,1.0,1.0,1.0,35.0,127,0,238,8330.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,65.0,35,29,330,21450.0
Neukölln,Entire home/apt,2,1.0,2.0,2.0,60.0,56,25,309,18540.0
Neukölln,Private room,2,1.0,1.0,1.0,27.0,0,0,365,9855.0
Neukölln,Private room,2,1.0,1.0,1.0,46.0,0,5,365,16790.0
Neukölln,Private room,2,1.0,1.0,1.0,30.0,0,63,365,10950.0
Neukölln,Private room,2,1.0,1.0,1.0,45.0,0,0,365,16425.0
Neukölln,Private room,1,1.0,1.0,1.0,23.0,300,69,65,1495.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,52.0,70,4,295,15340.0
Neukölln,Private room,2,1.0,1.0,1.0,40.0,274,5,91,3640.0
Neukölln,Private room,2,1.0,1.0,1.0,25.0,13,10,352,8800.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,96.0,218,9,147,14112.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,60.0,0,1,365,21900.0
Neukölln,Entire home/apt,3,1.0,2.0,2.0,40.0,0,0,365,14600.0
Köpenick,Entire home/apt,3,1.0,1.0,1.0,60.0,84,2,281,16860.0
Lichtenberg,Private room,3,1.0,1.0,2.0,47.0,30,0,335,15745.0
Lichtenberg,Private room,2,1.0,1.0,1.0,35.0,8,1,357,12495.0
Lichtenberg,Private room,1,1.0,1.0,1.0,20.0,360,0,5,100.0
Lichtenberg,Private room,1,1.0,1.0,1.0,14.0,2,6,363,5082.0
Lichtenberg,Entire home/apt,2,1.0,1.0,1.0,59.0,127,11,238,14042.0
Lichtenberg,Entire home/apt,2,1.0,1.0,2.0,27.0,12,2,353,9531.0
Lichtenberg,Private room,2,1.5,1.0,1.0,80.0,5,0,360,28800.0
Lichtenberg,Private room,2,1.5,1.0,1.0,20.0,0,9,365,7300.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,45.0,0,0,365,16425.0
Mitte,Entire home/apt,3,1.0,1.0,1.0,99.0,251,16,114,11286.0
Mitte,Shared room,6,1.0,1.0,6.0,21.0,300,30,65,1365.0
Mitte,Private room,1,1.0,1.0,1.0,39.0,308,11,57,2223.0
Mitte,Private room,1,1.0,1.0,1.0,20.0,8,8,357,7140.0
Mitte,Entire home/apt,4,1.0,2.0,2.0,65.0,304,207,61,3965.0
Mitte,Entire home/apt,7,1.0,2.0,6.0,140.0,204,10,161,22540.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,125.0,357,46,8,1000.0
Mitte,Entire home/apt,5,1.0,1.0,2.0,160.0,317,8,48,7680.0
Mitte,Entire home/apt,2,1.0,0.0,1.0,69.0,146,2,219,15111.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,64.0,292,77,73,4672.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,40.0,0,4,365,14600.0
Mitte,Entire home/apt,6,1.5,2.0,4.0,130.0,186,30,179,23270.0
Mitte,Entire home/apt,3,1.0,1.0,1.0,59.0,0,2,365,21535.0
Mitte,Private room,2,1.0,1.0,1.0,50.0,0,0,365,18250.0
Mitte,Entire home/apt,4,1.0,1.0,2.0,75.0,181,6,184,13800.0
Mitte,Entire home/apt,6,1.0,4.0,5.0,160.0,28,26,337,53920.0
Mitte,Private room,1,1.0,1.0,1.0,30.0,31,0,334,10020.0
Mitte,Entire home/apt,6,1.0,3.0,4.0,58.0,1,22,364,21112.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,88.0,162,13,203,17864.0
Mitte,Private room,2,1.0,1.0,1.0,66.0,335,10,30,1980.0
Mitte,Entire home/apt,2,1.0,2.0,2.0,65.0,148,31,217,14105.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,57.0,114,47,251,14307.0
Mitte,Private room,2,1.0,1.0,1.0,55.0,176,1,189,10395.0
Mitte,Entire home/apt,4,1.0,1.0,2.0,69.0,0,4,365,25185.0
Mitte,Private room,2,1.5,1.0,1.0,59.0,37,6,328,19352.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,58.0,0,1,365,21170.0
Mitte,Private room,1,1.0,1.0,1.0,25.0,110,13,255,6375.0
Mitte,Entire home/apt,3,1.0,1.0,2.0,36.0,103,27,262,9432.0
Mitte,Private room,2,2.0,1.0,1.0,45.0,0,2,365,16425.0
Mitte,Entire home/apt,3,2.0,1.0,2.0,75.0,96,3,269,20175.0
Mitte,Private room,2,1.0,1.0,1.0,35.0,0,0,365,12775.0
Kreuzberg,Entire home/apt,3,1.0,2.0,3.0,70.0,0,4,365,25550.0
Kreuzberg,Private room,2,1.0,1.0,1.0,43.0,0,0,365,15695.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,50.0,20,10,345,17250.0
Mitte,Private room,1,1.0,2.0,2.0,45.0,359,6,6,270.0
Mitte,Private room,3,1.5,1.0,6.0,40.0,337,55,28,1120.0
Mitte,Entire home/apt,1,1.0,1.0,1.0,55.0,334,4,31,1705.0
Mitte,Private room,3,1.5,1.0,2.0,99.0,77,1,288,28512.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,25.0,173,38,192,4800.0
Mitte,Entire home/apt,2,1.0,0.0,1.0,99.0,142,26,223,22077.0
Mitte,Private room,1,1.0,1.0,1.0,20.0,274,14,91,1820.0
Friedrichshain,Private room,2,1.0,1.0,1.0,30.0,0,2,365,10950.0
Friedrichshain,Private room,5,1.0,1.0,1.0,40.0,0,1,365,14600.0
Friedrichshain,Entire home/apt,5,1.0,3.0,3.0,130.0,20,0,345,44850.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,50.0,144,27,221,11050.0
Friedrichshain,Private room,2,2.0,1.0,1.0,50.0,53,11,312,15600.0
Friedrichshain,Private room,4,1.0,1.0,1.0,50.0,56,37,309,15450.0
Friedrichshain,Private room,2,1.0,1.0,1.0,30.0,0,0,365,10950.0
Kreuzberg,Private room,1,1.0,1.0,1.0,35.0,89,0,276,9660.0
Kreuzberg,Entire home/apt,2,1.0,1.0,2.0,50.0,319,63,46,2300.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,100.0,125,12,240,24000.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,85.0,0,7,365,31025.0
Kreuzberg,Private room,2,1.0,1.0,1.0,49.0,239,13,126,6174.0
Kreuzberg,Entire home/apt,5,1.0,2.0,4.0,90.0,4,10,361,32490.0
Kreuzberg,Entire home/apt,4,1.0,0.0,4.0,98.0,319,1,46,4508.0
Kreuzberg,Entire home/apt,4,1.0,2.0,4.0,179.0,52,37,313,56027.0
Wilmersdorf,Private room,2,1.0,1.0,1.0,20.0,0,0,365,7300.0
Friedrichshain,Entire home/apt,4,1.5,2.0,3.0,99.0,11,1,354,35046.0
Friedrichshain,Entire home/apt,2,1.0,1.0,2.0,65.0,38,9,327,21255.0
Friedrichshain,Entire home/apt,6,1.0,2.0,2.0,80.0,0,2,365,29200.0
Friedrichshain,Private room,2,1.0,1.0,1.0,40.0,81,4,284,11360.0
Friedrichshain,Private room,2,1.0,1.0,1.0,21.0,14,0,351,7371.0
Friedrichshain,Entire home/apt,4,1.5,2.0,2.0,135.0,11,1,354,47790.0
Mitte,Private room,1,1.0,1.0,1.0,20.0,0,0,365,7300.0
Mitte,Entire home/apt,2,1.5,1.0,1.0,180.0,12,7,353,63540.0
Mitte,Entire home/apt,2,1.0,1.0,2.0,110.0,347,5,18,1980.0
Mitte,Entire home/apt,5,2.0,2.0,3.0,68.0,0,1,365,24820.0
Mitte,Entire home/apt,5,2.0,3.0,3.0,115.0,328,11,37,4255.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,70.0,0,0,365,25550.0
Mitte,Private room,2,1.0,1.0,1.0,27.0,21,0,344,9288.0
Mitte,Private room,2,1.5,1.0,1.0,100.0,0,0,365,36500.0
Mitte,Entire home/apt,3,1.0,2.0,2.0,71.0,3,6,362,25702.0
Mitte,Private room,2,1.0,1.0,1.0,27.0,0,2,365,9855.0
Kreuzberg,Private room,1,2.0,1.0,1.0,30.0,154,28,211,6330.0
Neukölln,Private room,1,1.0,1.0,1.0,38.0,0,1,365,13870.0
Neukölln,Entire home/apt,3,1.0,1.0,2.0,50.0,0,15,365,18250.0
Mitte,Entire home/apt,3,1.0,1.0,2.0,33.0,242,9,123,4059.0
Neukölln,Private room,2,1.0,1.0,1.0,26.0,25,9,340,8840.0
Neukölln,Private room,4,1.0,0.0,2.0,56.0,160,10,205,11480.0
Neukölln,Private room,1,1.0,1.0,1.0,27.0,0,0,365,9855.0
Neukölln,Private room,1,1.0,1.0,1.0,20.0,279,2,86,1720.0
Neukölln,Private room,3,1.0,1.0,2.0,25.0,0,1,365,9125.0
Neukölln,Private room,1,1.0,1.0,1.0,32.0,340,12,25,800.0
Mitte,Entire home/apt,4,1.0,1.0,1.0,40.0,20,0,345,13800.0
Neukölln,Private room,3,1.0,1.0,1.0,35.0,0,1,365,12775.0
Neukölln,Private room,2,1.5,1.0,1.0,18.0,0,0,365,6570.0
Neukölln,Private room,2,1.0,1.0,1.0,20.0,22,4,343,6860.0
Neukölln,Private room,2,2.0,1.0,1.0,13.0,0,1,365,4745.0
Neukölln,Private room,1,1.0,1.0,1.0,18.0,0,2,365,6570.0
Neukölln,Private room,3,1.0,1.0,2.0,35.0,354,44,11,385.0
Neukölln,Entire home/apt,4,1.0,1.0,1.0,49.0,0,15,365,17885.0
Mitte,Private room,2,1.0,1.0,1.0,99.0,68,0,297,29403.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,25.0,0,0,365,9125.0
Mitte,Entire home/apt,6,1.0,2.0,2.0,80.0,0,1,365,29200.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,28.0,0,3,365,10220.0
Treptow,Private room,2,1.0,1.0,1.0,45.0,88,1,277,12465.0
Treptow,Entire home/apt,2,1.0,1.0,1.0,69.0,108,9,257,17733.0
Treptow,Private room,2,1.0,1.0,1.0,25.0,0,1,365,9125.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,60.0,214,2,151,9060.0
Mitte,Private room,3,1.0,1.0,3.0,26.0,0,7,365,9490.0
Mitte,Private room,2,1.0,1.0,1.0,40.0,20,1,345,13800.0
Neukölln,Entire home/apt,3,1.0,2.0,2.0,54.0,0,13,365,19710.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,59.0,0,9,365,21535.0
Neukölln,Entire home/apt,4,1.0,1.0,2.0,40.0,0,6,365,14600.0
Neukölln,Entire home/apt,3,1.0,0.0,2.0,55.0,301,14,64,3520.0
Köpenick,Private room,2,1.0,1.0,1.0,60.0,0,0,365,21900.0
Neukölln,Private room,3,1.0,1.0,3.0,60.0,365,1,0,0.0
Neukölln,Private room,2,1.0,1.0,1.0,30.0,0,0,365,10950.0
Neukölln,Private room,2,1.0,1.0,1.0,25.0,45,17,320,8000.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,38.0,0,12,365,13870.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,70.0,91,4,274,19180.0
Neukölln,Private room,2,1.0,1.0,1.0,45.0,0,1,365,16425.0
Neukölln,Private room,2,0.5,1.0,1.0,24.0,220,34,145,3480.0
Neukölln,Private room,2,1.0,1.0,1.0,20.0,4,3,361,7220.0
Neukölln,Private room,1,2.0,1.0,1.0,25.0,0,2,365,9125.0
Neukölln,Private room,1,1.0,1.0,1.0,20.0,0,0,365,7300.0
Neukölln,Private room,2,1.0,1.0,1.0,20.0,20,3,345,6900.0
Neukölln,Private room,3,1.0,1.0,2.0,20.0,0,6,365,7300.0
Neukölln,Private room,2,1.0,1.0,2.0,50.0,269,77,96,4800.0
Neukölln,Private room,2,1.0,1.0,1.0,25.0,3,2,362,9050.0
Neukölln,Entire home/apt,3,1.0,1.0,2.0,45.0,0,5,365,16425.0
Lichtenberg,Private room,2,1.0,1.0,1.0,70.0,310,2,55,3850.0
Lichtenberg,Entire home/apt,2,1.0,1.0,1.0,50.0,241,2,124,6200.0
Lichtenberg,Private room,2,2.0,1.0,3.0,39.0,74,0,291,11349.0
Lichtenberg,Private room,2,1.0,1.0,1.0,30.0,0,0,365,10950.0
Neukölln,Private room,2,1.0,1.0,1.0,40.0,0,1,365,14600.0
Neukölln,Entire home/apt,3,1.0,1.0,2.0,35.0,292,43,73,2555.0
Neukölln,Private room,1,1.0,1.0,1.0,39.0,362,3,3,117.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,50.0,0,2,365,18250.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,40.0,127,1,238,9520.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,36.0,3,14,362,13032.0
Neukölln,Entire home/apt,2,1.0,0.0,1.0,41.0,42,1,323,13243.0
Neukölln,Private room,1,1.0,1.0,1.0,25.0,32,1,333,8325.0
Neukölln,Private room,1,1.0,1.0,1.0,22.0,0,5,365,8030.0
Neukölln,Private room,2,1.0,1.0,1.0,35.0,360,5,5,175.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,50.0,352,2,13,650.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,60.0,0,1,365,21900.0
Neukölln,Private room,1,1.0,1.0,3.0,19.0,0,9,365,6935.0
Neukölln,Private room,1,1.0,1.0,1.0,29.0,0,4,365,10585.0
Neukölln,Private room,2,1.0,1.0,1.0,25.0,0,9,365,9125.0
Neukölln,Private room,2,1.0,1.0,1.0,20.0,0,4,365,7300.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,70.0,0,7,365,25550.0
Reinickendorf,Entire home/apt,4,1.0,2.0,1.0,40.0,0,3,365,14600.0
Neukölln,Entire home/apt,2,1.0,0.0,1.0,62.0,341,69,24,1488.0
Neukölln,Entire home/apt,5,2.0,3.0,3.0,80.0,65,1,300,24000.0
Neukölln,Private room,3,1.0,0.0,2.0,39.0,71,6,294,11466.0
Neukölln,Entire home/apt,5,1.0,2.0,3.0,60.0,0,0,365,21900.0
Neukölln,Private room,1,1.0,1.0,1.0,25.0,0,6,365,9125.0
Marzahn,Private room,1,1.0,2.0,2.0,15.0,36,4,329,4935.0
Reinickendorf,Private room,4,1.0,1.0,2.0,39.0,0,2,365,14235.0
Friedrichshain,Entire home/apt,4,1.0,1.0,2.0,60.0,19,2,346,20760.0
Friedrichshain,Private room,2,1.5,1.0,1.0,49.0,0,14,365,17885.0
Friedrichshain,Private room,3,1.0,1.0,2.0,33.0,0,7,365,12045.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,50.0,130,15,235,11750.0
Friedrichshain,Entire home/apt,6,1.0,2.0,6.0,90.0,285,32,80,7200.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,58.0,10,3,355,20590.0
Friedrichshain,Private room,2,1.0,1.0,1.0,40.0,127,11,238,9520.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,55.0,307,86,58,3190.0
Friedrichshain,Private room,2,1.0,1.0,1.0,75.0,134,5,231,17325.0
Mitte,Entire home/apt,8,1.5,4.0,1.0,140.0,127,66,238,33320.0
Mitte,Private room,2,3.0,1.0,2.0,49.0,201,2,164,8036.0
Mitte,Private room,2,1.0,1.0,1.0,55.0,309,278,56,3080.0
Mitte,Private room,2,1.0,1.0,1.0,79.0,82,8,283,22357.0
Lichtenberg,Entire home/apt,2,1.0,0.0,1.0,40.0,0,4,365,14600.0
Lichtenberg,Entire home/apt,4,1.0,1.0,1.0,80.0,18,5,347,27760.0
Lichtenberg,Private room,2,1.0,1.0,1.0,30.0,39,21,326,9780.0
Charlottenburg,Entire home/apt,2,1.0,1.0,1.0,58.0,59,3,306,17748.0
Charlottenburg,Entire home/apt,1,0.5,0.0,2.0,47.0,320,5,45,2115.0
Charlottenburg,Entire home/apt,2,1.0,1.0,1.0,110.0,356,2,9,990.0
Charlottenburg,Entire home/apt,4,1.0,2.0,2.0,47.0,156,32,209,9823.0
Charlottenburg,Private room,3,1.0,1.0,1.0,39.0,146,90,219,8541.0
Charlottenburg,Entire home/apt,5,1.0,3.0,5.0,90.0,198,7,167,15030.0
Charlottenburg,Private room,1,1.0,1.0,1.0,20.0,0,7,365,7300.0
Charlottenburg,Entire home/apt,1,1.0,1.0,1.0,100.0,110,0,255,25500.0
Charlottenburg,Private room,2,1.5,1.0,1.0,55.0,63,24,302,16610.0
Charlottenburg,Entire home/apt,3,1.0,0.0,2.0,35.0,74,43,291,10185.0
Charlottenburg,Private room,2,2.0,1.0,1.0,56.0,53,33,312,17472.0
Charlottenburg,Private room,2,1.0,1.0,1.0,45.0,0,0,365,16425.0
Charlottenburg,Private room,1,1.0,1.0,1.0,29.0,0,0,365,10585.0
Charlottenburg,Entire home/apt,2,1.0,1.0,1.0,52.0,0,0,365,18980.0
Charlottenburg,Entire home/apt,6,1.5,2.0,4.0,194.0,172,23,193,37442.0
Friedrichshain,Private room,2,1.0,1.0,1.0,25.0,337,6,28,700.0
Friedrichshain,Private room,2,1.0,1.0,1.0,28.0,364,1,1,28.0
Friedrichshain,Entire home/apt,6,1.0,1.0,3.0,90.0,311,26,54,4860.0
Friedrichshain,Private room,2,1.0,1.0,1.0,22.0,0,1,365,8030.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,69.0,15,0,350,24150.0
Friedrichshain,Entire home/apt,3,1.0,1.0,2.0,54.0,0,52,365,19710.0
Friedrichshain,Private room,2,1.0,1.0,1.0,33.0,0,1,365,12045.0
Friedrichshain,Entire home/apt,4,1.0,2.0,2.0,75.0,0,3,365,27375.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,29.0,3,6,362,10498.0
Friedrichshain,Private room,3,1.0,1.0,2.0,30.0,0,0,365,10950.0
Friedrichshain,Entire home/apt,2,1.0,1.0,2.0,50.0,33,3,332,16600.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,39.0,14,52,351,13689.0
Friedrichshain,Private room,2,1.0,1.0,1.0,40.0,0,1,365,14600.0
Friedrichshain,Private room,2,1.0,1.0,1.0,28.0,0,4,365,10220.0
Friedrichshain,Entire home/apt,4,1.0,2.0,4.0,69.0,0,3,365,25185.0
Friedrichshain,Entire home/apt,4,1.0,2.0,3.0,119.0,284,58,81,9639.0
Friedrichshain,Private room,3,1.0,1.0,2.0,35.0,286,8,79,2765.0
Friedrichshain,Private room,2,1.0,1.0,2.0,38.0,5,4,360,13680.0
Friedrichshain,Private room,2,1.0,1.0,1.0,33.0,66,0,299,9867.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,45.0,0,0,365,16425.0
Friedrichshain,Entire home/apt,2,1.0,1.0,2.0,80.0,0,1,365,29200.0
Friedrichshain,Private room,2,1.0,1.0,1.0,30.0,309,30,56,1680.0
Friedrichshain,Entire home/apt,4,1.0,2.0,3.0,89.0,121,18,244,21716.0
Friedrichshain,Entire home/apt,4,1.0,1.0,2.0,72.0,238,1,127,9144.0
Friedrichshain,Private room,1,1.0,1.0,1.0,35.0,92,8,273,9555.0
Friedrichshain,Private room,1,1.0,1.0,1.0,25.0,0,2,365,9125.0
Mitte,Entire home/apt,4,1.0,2.0,2.0,155.0,216,18,149,23095.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,35.0,0,2,365,12775.0
Mitte,Private room,2,2.0,1.0,1.0,40.0,0,3,365,14600.0
Mitte,Private room,2,1.0,1.0,1.0,149.0,1,4,364,54236.0
Mitte,Entire home/apt,4,1.0,0.0,4.0,120.0,115,7,250,30000.0
Mitte,Entire home/apt,6,2.0,2.0,3.0,130.0,272,18,93,12090.0
Mitte,Entire home/apt,3,1.0,1.0,1.0,130.0,7,1,358,46540.0
Schöneberg,Entire home/apt,3,1.0,1.0,1.0,100.0,303,8,62,6200.0
Schöneberg,Private room,1,1.0,1.0,1.0,18.0,55,9,310,5580.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,49.0,67,2,298,14602.0
Schöneberg,Private room,1,1.0,1.0,1.0,24.0,365,0,0,0.0
Schöneberg,Entire home/apt,5,1.0,1.0,1.0,55.0,4,0,361,19855.0
Schöneberg,Entire home/apt,2,1.0,0.0,1.0,60.0,291,13,74,4440.0
Schöneberg,Entire home/apt,4,1.0,1.0,2.0,55.0,304,141,61,3355.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,48.0,199,90,166,7968.0
Schöneberg,Private room,2,1.0,1.0,1.0,27.0,0,2,365,9855.0
Schöneberg,Private room,2,1.0,1.0,1.0,35.0,13,0,352,12320.0
Schöneberg,Entire home/apt,4,1.0,1.0,2.0,69.0,124,9,241,16629.0
Schöneberg,Private room,2,1.0,1.0,1.0,25.0,20,2,345,8625.0
Schöneberg,Private room,2,1.0,1.0,1.0,35.0,0,6,365,12775.0
Schöneberg,Private room,2,1.0,1.0,1.0,45.0,0,0,365,16425.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,43.0,1,9,364,15652.0
Schöneberg,Entire home/apt,4,1.0,0.0,1.0,50.0,3,8,362,18100.0
Schöneberg,Entire home/apt,4,2.0,2.0,2.0,120.0,337,0,28,3360.0
Schöneberg,Entire home/apt,3,1.0,3.0,3.0,70.0,0,0,365,25550.0
Schöneberg,Private room,2,1.0,1.0,1.0,30.0,0,2,365,10950.0
Tempelhof,Entire home/apt,2,1.0,1.0,1.0,60.0,323,105,42,2520.0
